cik,Target,Acquiror,OperatingIncomeLoss.csv,Assets.csv,ProfitLoss.csv,Liabilities.csv,NetIncomeLoss.csv,StockholdersEquity.csv,Revenues.csv,EntityPublicFloat.csv,RevenueFromContractWithCustomerExcludingAssessedTax.csv
836690,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
837173,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
839087,0,0,#N/A,57381000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
840489,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,462042000,#N/A,#N/A
842023,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3800000000,#N/A
842162,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
842183,0,0,17905000,2061498000,6911000,1172900000,#N/A,867701000,#N/A,#N/A,#N/A
842518,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
842633,0,0,#N/A,1051650000,-67360000,551930000,-67360000,499720000,#N/A,#N/A,#N/A
842722,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
843006,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
844059,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9512000,#N/A,#N/A
844143,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
844161,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
844965,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
845385,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
845877,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
846581,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
846617,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
849213,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
849399,0,1,-16000000,16760000000,#N/A,12811000000,46000000,3949000000,#N/A,#N/A,#N/A
849869,0,0,#N/A,3149390000,23694000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
850033,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
850141,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,282873000,#N/A,#N/A
850209,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
850429,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
850460,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
850693,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
851310,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
851520,0,0,14949000,403744000,#N/A,130398000,10388000,273346000,77013000,#N/A,#N/A
851968,0,0,#N/A,10230596000,#N/A,4423413000,233748000,5776451000,#N/A,#N/A,#N/A
852437,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
852772,0,0,16022000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
854800,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
855612,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
855654,0,0,-28648000,198864000,#N/A,351714000,-34152000,-152850000,13846000,176818406,#N/A
855658,0,0,#N/A,766883000,#N/A,496453000,-8164000,270430000,#N/A,#N/A,#N/A
857005,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
857737,0,0,-388214000,2005515000,-309503000,1454142000,-297548000,378142000,#N/A,#N/A,#N/A
857855,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
858339,1,0,92000000,14936000000,-467000000,16543000000,-464000000,-1660000000,#N/A,#N/A,#N/A
858470,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
858655,0,0,-768000,647069000,-672000,339348000,-672000,307721000,#N/A,#N/A,#N/A
858800,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
858803,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
858877,0,1,2893000000,1.26248E+11,#N/A,62430000000,2348000000,63811000000,11580000000,1.55021E+11,#N/A
859014,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
859222,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
859598,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,126196000,#N/A,#N/A
859737,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,700000,#N/A,#N/A
860413,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
860546,0,0,37442000,3780885000,26603000,2163242000,24733000,1523059000,141991000,#N/A,#N/A
860730,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
860731,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
860748,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,642700000,#N/A,#N/A
861361,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
861459,0,1,#N/A,1733453000,19264000,#N/A,16173000,#N/A,#N/A,#N/A,#N/A
861838,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
861878,0,0,#N/A,6980100000,#N/A,4163700000,18700000,2805800000,906400000,#N/A,#N/A
861884,0,0,#N/A,7411300000,62900000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
862831,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
863015,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,193817000,#N/A,#N/A
863157,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
863436,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,620043000,#N/A,#N/A
863895,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
864240,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
864509,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42672114,#N/A,#N/A
864559,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
864749,0,0,#N/A,3673800000,#N/A,1368100000,-35900000,2305800000,585500000,#N/A,699800000
865436,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
865752,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
865911,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
865941,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,265725000,#N/A,#N/A
866121,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
866273,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,312655000,590000000,#N/A
866368,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
866374,0,0,#N/A,12803049000,129469000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
866609,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
866706,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,146368000,#N/A,#N/A
866729,0,0,112100000,1907500000,#N/A,#N/A,67900000,#N/A,623100000,1312526586,#N/A
866787,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2467845000,20972678680,#N/A
866829,0,0,#N/A,2246941000,#N/A,965127000,#N/A,1281814000,#N/A,#N/A,#N/A
866970,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
867038,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1177000,#N/A,#N/A
867374,0,0,27731000,1478929000,#N/A,652914000,19949000,826015000,#N/A,#N/A,#N/A
867665,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,22007000,#N/A,#N/A
867773,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
867840,0,0,-312095,2267341,#N/A,#N/A,-312095,#N/A,601590,2196421,#N/A
868278,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
868611,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,129551000,#N/A,#N/A
868671,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
868725,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
868780,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
868857,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
870385,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
870753,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
870826,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
871763,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
872448,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
872589,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1226827000,#N/A,#N/A
872912,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
873044,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,32292000,#N/A,#N/A
873303,0,0,-88395000,424104000,#N/A,87413000,-88452000,336691000,5421000,#N/A,#N/A
873860,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,323904000,#N/A,#N/A
874015,1,0,41155000,912467000,25865000,812902000,25865000,99565000,160349000,#N/A,#N/A
874214,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
874238,0,0,#N/A,301823000,#N/A,#N/A,#N/A,107434000,168345000,#N/A,#N/A
874292,0,0,426805,56626502,-259085,14770762,217161,41855740,7136291,#N/A,#N/A
874396,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
874499,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,63416000,#N/A,#N/A
874501,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
874716,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
874841,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
874866,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
875045,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2872000000,#N/A,#N/A
875159,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
875320,0,0,39640000,2896787000,27759000,1558596000,32945000,1156582000,458706000,#N/A,#N/A
875357,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
876167,0,0,-62364000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
876343,0,1,-11253000,142572000,#N/A,12064000,-4945000,117928000,#N/A,#N/A,#N/A
876378,0,0,#N/A,176249000,#N/A,58379000,-13992000,117870000,53000,#N/A,#N/A
876427,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
876437,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
876883,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A
877212,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
877860,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,64987000,#N/A,#N/A
877890,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
878079,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
878520,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
878526,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
878560,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1982208000,#N/A,#N/A
878726,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,193603090,#N/A
878828,0,0,-1542000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
879101,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
879169,0,0,#N/A,1638597000,#N/A,1219130000,#N/A,419467000,326498000,#N/A,#N/A
879526,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,462057000
879575,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,93400000,#N/A,#N/A
879585,0,0,9911000,1198218000,3608000,389049000,#N/A,677055000,128531000,#N/A,#N/A
879682,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
879703,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
879911,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
880059,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
880115,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,161464000,#N/A,#N/A
880266,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
880285,1,0,311000000,18110000000,183000000,10287000000,80300000,#N/A,630000000,#N/A,#N/A
880432,0,0,-1587209,31177938,#N/A,3688601,-614782,27489337,#N/A,89360935,#N/A
880555,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
880562,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
880631,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
880771,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
880807,0,0,-4060000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
881453,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-181460000,0,#N/A
881524,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
881790,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
881890,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
882095,0,1,#N/A,56977000000,3099000000,#N/A,3108000000,#N/A,#N/A,#N/A,#N/A
882104,0,1,#N/A,1215387000,#N/A,459964000,-10336000,751143000,66492000,#N/A,#N/A
882154,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
882184,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2904200000,#N/A,#N/A
882508,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
882796,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
882800,0,0,#N/A,59605,#N/A,1635958,#N/A,-1576353,#N/A,#N/A,#N/A
882835,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
883237,0,0,12783000,824388000,#N/A,465449000,#N/A,321673000,79850000,#N/A,#N/A
883241,0,0,96874000,5264254000,#N/A,1939569000,86588000,3324685000,652786000,#N/A,#N/A
883569,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
883943,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
883945,0,0,-4638000,294968000,#N/A,236380000,-3812000,58463000,103135000,#N/A,#N/A
883948,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
883975,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
883980,1,1,480000000,40292000000,251000000,36088000000,#N/A,1220000000,2943000000,#N/A,#N/A
883984,0,0,#N/A,704688000,#N/A,#N/A,9512000,#N/A,#N/A,#N/A,#N/A
884144,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
884217,0,0,#N/A,2097872000,#N/A,2205490000,-30089000,-107618000,#N/A,#N/A,#N/A
884614,0,1,468200000,11300500000,290900000,7567400000,230700000,2987700000,#N/A,#N/A,#N/A
884624,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
884713,0,1,-9300000,3939700000,#N/A,3065900000,#N/A,868500000,#N/A,#N/A,#N/A
884731,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
884905,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
884940,0,0,#N/A,527849000,#N/A,457589000,-4907000,70291000,#N/A,#N/A,#N/A
885462,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
885508,0,0,1641000,#N/A,-174000,#N/A,#N/A,#N/A,20985000,#N/A,#N/A
885568,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A
885590,0,0,150000000,43529000000,#N/A,40271000000,#N/A,3152000000,2403000000,#N/A,#N/A
885639,0,0,#N/A,13574000000,#N/A,#N/A,252000000,#N/A,#N/A,#N/A,#N/A
885725,1,1,#N/A,18096000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
885975,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
886128,0,0,-10928000,328224000,-13685000,162685000,-13685000,105682000,17002000,#N/A,#N/A
886137,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
886158,0,0,211283000,7232801000,#N/A,4617818000,#N/A,2614983000,2955484000,#N/A,#N/A
886163,0,0,#N/A,601585000,#N/A,230732000,-3125000,341290000,38185000,#N/A,#N/A
886171,0,0,#N/A,818123000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
886206,0,0,-5375000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
886346,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
886475,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
886744,0,0,#N/A,130249000,#N/A,#N/A,-8482000,122380000,94000,#N/A,#N/A
886835,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
886982,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
887226,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,57000000,#N/A
887247,0,0,#N/A,37786412,#N/A,12506545,#N/A,25279867,#N/A,#N/A,#N/A
887359,0,0,1191000,48598000,#N/A,23890000,287000,24708000,23350000,#N/A,#N/A
887596,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
887730,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
887733,0,0,19938000,1216754000,7789000,#N/A,26247000,#N/A,442011000,#N/A,#N/A
887905,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42141000,#N/A,#N/A
887936,0,0,10681000,#N/A,#N/A,#N/A,#N/A,#N/A,441920000,#N/A,#N/A
887969,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
888491,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
888504,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99928000,#N/A,#N/A
888919,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
889331,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
889348,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
889570,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
889930,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
889936,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
889971,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,28684094,#N/A
890264,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,19525000,#N/A,#N/A
890319,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,166191000,#N/A,#N/A
890394,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
890465,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
890491,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
890564,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
890821,0,1,#N/A,39507923,#N/A,27844220,#N/A,11663703,#N/A,#N/A,#N/A
890846,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
890926,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
891014,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
891024,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
891103,0,1,112820000,4645873000,114117000,#N/A,102051000,#N/A,811162000,#N/A,#N/A
891293,0,0,#N/A,63843000,#N/A,56086000,-6372000,13319000,9136000,#N/A,#N/A
891482,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
891532,0,0,#N/A,65335000,#N/A,33179000,#N/A,31596000,#N/A,#N/A,#N/A
891919,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
892160,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
892482,0,0,-384000,42229000,#N/A,23653000,-267000,#N/A,9321000,#N/A,#N/A
892537,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,394178000,#N/A,#N/A
892553,0,0,2300000,1233000000,-3900000,534400000,-3300000,697200000,#N/A,#N/A,#N/A
892986,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
893538,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
893691,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
893949,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
894081,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,221675000,#N/A,#N/A
894158,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
894237,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
894315,1,1,#N/A,8197518000,#N/A,4951506000,33741000,3237515000,#N/A,#N/A,#N/A
894405,0,0,1211000,1282078000,#N/A,#N/A,1584000,#N/A,#N/A,#N/A,#N/A
894627,0,0,819000,81032000,#N/A,81390000,-3641000,-358000,#N/A,#N/A,#N/A
894871,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
895126,0,1,#N/A,13028000000,#N/A,#N/A,#N/A,-1331000000,#N/A,#N/A,#N/A
895419,0,0,19507000,2707670000,6216000,#N/A,6219000,#N/A,#N/A,2673618543,#N/A
895421,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
895447,0,0,-1485000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
895655,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
895665,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
895930,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
896156,0,0,17094000,574505000,#N/A,173021000,10700000,401303000,194672000,703752000,#N/A
896159,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8168000000,#N/A,#N/A
896262,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
896264,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
896400,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
896429,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,167436169,#N/A
896622,0,1,#N/A,2606785000,49587000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
896747,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
896841,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
896878,0,0,22000000,#N/A,#N/A,#N/A,#N/A,#N/A,1016000000,28800000000,#N/A
896985,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
897075,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5000,#N/A,#N/A
897429,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
897448,0,0,#N/A,166999000,#N/A,176057000,-27453000,-9058000,#N/A,#N/A,#N/A
897723,0,0,58656000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
898173,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
898174,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3069298000,#N/A,#N/A
