cik,Target,Acquiror,OperatingIncomeLoss.csv,Assets.csv,ProfitLoss.csv,Liabilities.csv,NetIncomeLoss.csv,StockholdersEquity.csv,Revenues.csv,EntityPublicFloat.csv,RevenueFromContractWithCustomerExcludingAssessedTax.csv
1179351,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1179484,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1179755,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1180079,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1180145,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,765800000,#N/A
1180262,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1180638,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1182325,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1183765,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1185348,0,0,#N/A,3163999000,#N/A,2238388000,#N/A,864301000,#N/A,#N/A,#N/A
1192448,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1193311,0,0,162000000,#N/A,#N/A,#N/A,#N/A,#N/A,958000000,0,#N/A
1195116,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1195734,0,0,2770000,175445000,#N/A,51209000,1956000,123485000,102358000,#N/A,#N/A
1195933,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,415336000,#N/A,#N/A
1196298,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1196501,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1200375,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1201663,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1206133,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1206264,0,0,102400000,2698800000,#N/A,2733100000,51900000,-44900000,771100000,#N/A,#N/A
1207074,0,0,6458000,892510000,5541000,334499000,4435000,475333000,217209000,#N/A,#N/A
1208208,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1209028,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1210227,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1210708,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1211351,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1211583,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1211759,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,20879000,#N/A,#N/A
1212458,0,0,#N/A,801660000,#N/A,756737000,#N/A,96379000,#N/A,#N/A,#N/A
1212545,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1213037,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1214816,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1216596,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1218683,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1219601,0,0,#N/A,9599000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1220754,0,0,-16192000,685279000,#N/A,310039000,84420000,300095000,385819000,#N/A,#N/A
1223389,0,0,28700000,1941134000,#N/A,1423344000,-74000,517790000,432805000,#N/A,#N/A
1223786,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1223862,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1224133,0,0,#N/A,128272000,#N/A,15001000,#N/A,113271000,#N/A,#N/A,#N/A
1224608,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1004900000,#N/A,#N/A
1226308,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1226616,0,0,#N/A,39813134,#N/A,5281205,-1449,34531929,#N/A,#N/A,#N/A
1227654,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1227930,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1228454,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1228627,0,0,-3919047,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1230245,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,227605000,#N/A,#N/A
1230276,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1232241,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1232524,0,1,#N/A,4800227000,#N/A,#N/A,116689000,#N/A,396621000,#N/A,#N/A
1232582,1,1,3760000,4891544000,#N/A,3966399000,#N/A,791621000,341670000,#N/A,#N/A
1234006,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1235007,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,12000,#N/A,#N/A
1235010,0,0,-10352000,#N/A,#N/A,#N/A,#N/A,#N/A,34195000,#N/A,#N/A
1235468,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1237746,0,0,24260000,2756274000,#N/A,2614138000,-34865000,124383000,292123000,#N/A,#N/A
1237831,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1238289,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1239819,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1244937,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1245104,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1245791,0,0,-3034000,9198000,#N/A,2408000,-3034000,6790000,68000,#N/A,#N/A
1251769,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1252849,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,105768000,#N/A,#N/A
1253689,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1254419,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1254595,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1254699,0,0,404000000,11545000000,225000000,7650000000,215000000,3795000000,#N/A,0,#N/A
1256069,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1257640,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1259045,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1259429,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1259515,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1259550,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1260221,0,1,317009000,10037122000,#N/A,11911747000,118871000,-1874625000,#N/A,#N/A,#N/A
1260828,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1260968,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1260990,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1261159,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39396000,#N/A,#N/A
1261249,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1261654,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1261694,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1261734,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1262039,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1262104,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,17199000,52900000,#N/A
1262823,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1262959,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1262976,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,576851000,2659957000,#N/A
1263364,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,128400,#N/A
1264587,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1265107,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1265131,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1265888,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1266806,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1267097,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1267130,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1338305000,#N/A,#N/A
1267238,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1752400000,#N/A,#N/A
1267395,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,629900000,#N/A,#N/A
1267565,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1267602,0,0,-5365000,#N/A,#N/A,#N/A,#N/A,#N/A,10677000,#N/A,#N/A
1267813,0,0,#N/A,31447000,#N/A,9968000,-6014000,21479000,#N/A,#N/A,#N/A
1270073,0,0,-114007000,739253000,#N/A,424321000,-120042000,314932000,13809000,#N/A,#N/A
1270436,0,0,#N/A,561271000,#N/A,514509000,#N/A,38782000,#N/A,#N/A,#N/A
1271024,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1271075,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1271214,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,24231000,#N/A,#N/A
1271833,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1271834,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1272550,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1272830,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,246763000,#N/A,#N/A
1273636,0,0,2379000,165952000,#N/A,48021000,1779000,117931000,10933000,154800000,#N/A
1273801,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1273813,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1273931,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1274057,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1274494,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1274644,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1274792,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1275014,0,0,#N/A,380697000,#N/A,164566000,#N/A,216131000,#N/A,#N/A,#N/A
1275187,0,0,15588000,#N/A,#N/A,#N/A,#N/A,#N/A,89029000,605494808,#N/A
1275229,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1275283,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1275477,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1276187,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13573000000,#N/A,#N/A
1276520,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2198000000,#N/A,#N/A
1276591,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1277856,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1277902,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1278021,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1278027,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1278752,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1279363,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3518200000,#N/A,#N/A
1279704,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1279715,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1280058,0,0,24024000,#N/A,#N/A,#N/A,#N/A,#N/A,198305000,#N/A,#N/A
1280263,0,0,#N/A,512271000,#N/A,57637000,#N/A,454634000,#N/A,#N/A,#N/A
1280452,0,0,17542000,511126000,#N/A,80010000,16573000,431116000,#N/A,#N/A,#N/A
1280600,0,0,-21986000,247647000,#N/A,22050000,-19288000,225597000,3369000,#N/A,#N/A
1280776,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1280784,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1281774,0,0,1425000,235878000,#N/A,321548000,-259000,-85670000,#N/A,#N/A,#N/A
1281895,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1281922,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1282543,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1282631,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1282637,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1282648,0,0,-415799000,1319670000,#N/A,#N/A,-479193000,#N/A,153362000,#N/A,#N/A
1282977,0,0,33200000,456682000,#N/A,165499000,#N/A,291183000,101600000,#N/A,#N/A
1283140,0,0,54549000,1884237000,42919000,#N/A,41361000,#N/A,#N/A,#N/A,#N/A
1283630,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,203972000,#N/A,#N/A
1283699,0,1,1001000000,#N/A,#N/A,#N/A,#N/A,#N/A,10234000000,#N/A,#N/A
1283810,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1283843,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1284807,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1285550,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1285701,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1286043,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,88874000,#N/A,#N/A
1286131,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,88307000,#N/A,#N/A
1286181,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1286225,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1286613,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1286681,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,819435000,#N/A,#N/A
1287151,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1287213,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1287701,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1287750,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1287808,0,0,#N/A,400075000,#N/A,323723000,#N/A,74358000,#N/A,#N/A,#N/A
1287865,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,153283000,#N/A,#N/A
1288359,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16833000,#N/A,#N/A
1288403,0,0,21319000,#N/A,#N/A,#N/A,#N/A,#N/A,115213000,#N/A,#N/A
1288469,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1288750,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1288776,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1288847,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1289236,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1289308,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34690000,#N/A,#N/A
1289340,0,0,#N/A,20965803,#N/A,36495255,#N/A,-21489927,#N/A,#N/A,#N/A
1289419,0,0,49900000,1350900000,70300000,654100000,70300000,696500000,#N/A,#N/A,#N/A
1289460,0,0,30839000,1179971000,#N/A,421729000,20725000,750226000,#N/A,#N/A,#N/A
1289490,0,0,123184000,7091446000,90416000,4495280000,82403000,2244892000,#N/A,#N/A,#N/A
1289496,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1289636,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1289790,0,0,80200000,7559253000,#N/A,4411719000,72808000,2952894000,437241000,#N/A,#N/A
1289848,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,195200000,#N/A,#N/A
1289945,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1290149,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1290900,0,0,3910000,428765000,355000,361075000,355000,65835000,149966000,#N/A,#N/A
1292426,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1292556,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1292653,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1292900,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1293282,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1293310,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1293593,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1293818,0,0,#N/A,8984045,#N/A,5816564,#N/A,3167481,#N/A,#N/A,#N/A
1293971,0,0,-72335000,1118122000,#N/A,248682000,-71364000,869440000,1552000,#N/A,#N/A
1294016,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1294133,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50851000,#N/A,#N/A
1294208,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1294250,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1294476,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1294632,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A
1294649,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1294924,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1295401,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1295664,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1295810,0,0,37068000,#N/A,34298000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1295947,0,0,69287000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1296435,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1296445,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,166519000,#N/A,#N/A
1297336,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1297401,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1297587,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,126202000,#N/A,#N/A
1297704,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1297989,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1297996,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,576787000,#N/A,#N/A
1298675,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1298946,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1299033,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1299130,1,0,-17874000,137884000,#N/A,53216000,-19030000,84668000,25722000,#N/A,#N/A
1299139,0,0,-3293000,26627000,#N/A,32348000,-4340000,-5721000,7121000,#N/A,#N/A
1299709,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1504817540,#N/A
1299901,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1299969,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1300485,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1300514,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1301031,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1301063,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1301106,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1301501,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10734000,#N/A,#N/A
1301611,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1301787,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1301932,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1302215,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1302343,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,84224000,#N/A,#N/A
1302573,1,0,#N/A,195482000,#N/A,218510000,-22334000,-23028000,6219000,#N/A,#N/A
1302707,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1303313,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1303652,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,250653000,#N/A,#N/A
1303942,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1304421,0,1,17440000,2092758000,#N/A,1916503000,-6000,170954000,175919000,#N/A,#N/A
1304464,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1304740,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1305168,0,0,#N/A,369281000,#N/A,212460000,#N/A,149916000,#N/A,#N/A,#N/A
1305253,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1305294,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1305323,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1305773,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,21673000,#N/A,#N/A
1306830,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1307748,0,0,#N/A,2786754000,26294000,837226000,#N/A,1949528000,59793000,#N/A,#N/A
1307954,1,0,#N/A,9189000000,137000000,7722000000,128000000,1287000000,1904000000,#N/A,#N/A
1308085,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1308161,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7682000000,#N/A,#N/A
1308547,0,0,66067000,2330703000,53574000,330045000,53374000,1994334000,266267000,#N/A,#N/A
1308606,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,109781000,#N/A,#N/A
1308711,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,12930000,#N/A,#N/A
1309082,0,0,-2074064,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1309108,0,0,47798000,5997097000,#N/A,4491350000,5288000,1497189000,#N/A,#N/A,#N/A
1309402,0,0,56070000,2506492000,#N/A,1527301000,18682000,862507000,932098000,#N/A,#N/A
1309442,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1310067,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1310114,0,0,-2168000,#N/A,#N/A,#N/A,#N/A,#N/A,68654000,#N/A,#N/A
1310383,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
