,source,target,weight
11856,3705,3581,0.32
11857,3705,3622,0.32
11858,3705,3632,0.32
11859,3705,3658,0.32
11860,3705,3731,0.32
11861,3705,3767,0.32
11862,3705,3815,0.32
11863,3705,3816,0.32
11864,3705,3879,0.32
11865,3705,3927,0.32
11866,3705,3973,0.32
11867,3705,4001,0.32
11868,3705,4071,0.32
11869,3706,3542,7.592832
11870,3706,3707,6.633098035
11871,3706,3838,11.84481792
11872,3706,4207,3.822016
11873,3707,3542,7.592832
11874,3707,3838,11.84481792
11875,3707,4207,3.822016
11876,3708,2626,2.56
11877,3708,2923,2.4
11878,3709,3263,1.72
11879,3709,3861,3.12
11880,3709,3921,3.12
11881,3709,4142,2.5232
11882,3709,4259,2.56
11883,3709,4313,2.56
11884,3710,1025,2
11885,3710,1496,2
11886,3710,2548,2.4
11887,3710,3242,2.16
11888,3710,3412,2
11889,3711,1804,2.12
11890,3711,1868,2.12
11891,3711,3333,0.8
11892,3712,3959,2.4
11893,3712,4153,2.52
11894,3713,1463,2.12
11895,3713,2644,2.12
11896,3713,3406,1.72
11897,3713,3469,1.72
11898,3713,3515,1.72
11899,3713,3595,2.12
11900,3713,3620,2.12
11901,3713,3681,3.12
11902,3713,3801,3.12
11903,3713,3847,3.12
11904,3713,3967,3.12
11905,3713,4010,3.12
11906,3713,4072,3.12
11907,3713,4127,3.12
11908,3713,4174,2.96
11909,3713,4203,2.96
11910,3713,4225,2.96
11911,3713,4250,2.96
11912,3713,4266,2.56
11913,3713,4269,2.56
11914,3713,4294,2.56
11915,3713,4307,2.56
11916,3713,4309,2.56
11917,3714,297,0.00606611
11918,3714,2208,2.12
11919,3715,483,2.12
11920,3715,652,2.56
11921,3715,2538,3.12
11922,3715,3780,1.72
11923,3715,3939,1.96
11924,3716,3027,0.8
11925,3716,3962,0.8
11926,3717,1326,3.12
11927,3717,1622,3.12
11928,3717,2012,3.12
11929,3717,3675,3.12
11930,3717,3981,3.12
11931,3718,1019,1.16
11932,3718,1520,0.165494784
11933,3718,2037,0.165494784
11934,3718,2078,0.165494784
11935,3718,4178,10.25515745
11936,3719,1368,2.56
11937,3719,3552,2
11938,3719,3589,2
11939,3719,3631,2
11940,3719,3672,2
11941,3719,3692,2
11942,3719,3729,2
11943,3719,3785,2
11944,3719,3788,2
11945,3720,2166,2.12
11946,3720,3319,1.12
11947,3720,3370,1.12
11948,3720,3428,1.12
11949,3720,3517,1.12
11950,3721,2130,0.8
11951,3721,2979,0.8
11952,3722,3217,2.4336
11953,3722,3301,0.374360064
11954,3722,3503,1.0256
11955,3722,3670,1.2576
11956,3722,3688,0.3392
11957,3722,3725,1.56
11958,3722,3929,0.66304
11959,3722,4002,0.32
11960,3722,4012,0.288
11961,3722,4013,0.0512
11962,3723,2784,0.32
11963,3723,3037,0.32
11964,3723,3217,1.56
11965,3723,4200,2
11966,3724,2310,2.56
11967,3724,3170,4.25198592
11968,3725,191,1.72
11969,3725,3301,0.2496
11970,3725,3688,0.72
11971,3725,3929,1.56
11972,3725,3969,1.56
11973,3725,4012,0.56
11974,3726,1817,3.12
11975,3726,2816,2.12
11976,3726,3369,1.72
11977,3727,3380,3.12
11978,3727,3970,3.12
11979,3728,943,2.96
11980,3729,3631,2
11981,3729,3692,2
11982,3730,1521,2.96
11983,3730,4035,7.203456
11984,3730,4272,2.56
11985,3731,2808,0.32
11986,3731,3470,0.32
11987,3731,3522,0.32
11988,3731,3562,0.32
11989,3731,3632,0.32
11990,3731,3815,0.32
11991,3731,3816,0.32
11992,3731,3879,0.32
11993,3731,3927,0.32
11994,3731,3973,0.32
11995,3732,3733,0.019343462
11996,3734,494,2.96
11997,3734,1236,1.12
11998,3735,3737,1.3712
11999,3735,4108,1.0256
12000,3736,1647,3.12
12001,3737,3376,2.72
12002,3737,4108,3.826219734
12003,3738,1703,1.72
12004,3738,3151,3.12
12005,3738,3981,3.12
12006,3738,4105,2.56
12007,3740,1348,3.12
12008,3740,3429,2.56
12009,3741,1056,1.008
12010,3744,2411,1.03584
12011,3744,2595,1.03584
12012,3745,3820,1.568
12013,3746,34,1.12
12014,3746,508,1.16
12015,3746,516,3.12
12016,3746,3545,0.850397184
12017,3746,3982,1.12
12018,3746,4283,1.16
12019,3747,2524,1.96
12020,3747,2525,1.96
12021,3747,2526,1.96
12022,3747,3249,3.12
12023,3747,3250,3.12
12024,3747,3403,3.12
12025,3747,3404,3.12
12026,3747,3405,3.12
12027,3747,3553,3.12
12028,3747,3574,3.12
12029,3747,3594,3.12
12030,3747,3614,3.12
12031,3747,3641,3.12
12032,3747,3665,3.12
12033,3747,3704,3.12
12034,3747,3768,3.12
12035,3747,3832,3.12
12036,3747,3853,3.12
12037,3747,3880,3.12
12038,3747,3913,3.12
12039,3747,3923,3.12
12040,3747,3948,3.12
12041,3747,3994,3.12
12042,3747,4041,3.12
12043,3747,4042,3.12
12044,3747,4043,3.12
12045,3747,4044,3.12
12046,3747,4045,3.12
12047,3747,4046,3.12
12048,3747,4117,3.12
12049,3747,4154,2.96
12050,3747,4172,2.96
12051,3747,4194,2.96
12052,3748,958,2.56
12053,3748,1181,2.56
12054,3748,1406,1.96
12055,3748,1470,1.96
12056,3748,1499,2.4976
12057,3748,1663,2.96
12058,3748,2014,3.12
12059,3748,2031,0.56
12060,3748,2932,2.96
12061,3748,2964,0.1152
12062,3748,3175,0.004168243
12063,3748,3309,2.96
12064,3748,3450,1.72
12065,3748,3601,3.12
12066,3748,3673,1.96
12067,3748,3865,1.56
12068,3748,4070,1.72
12069,3748,4264,1.0896
12070,3749,131,0.96
12071,3749,3856,0.8
12072,3749,3974,0.8
12073,3749,4076,0.8
12074,3749,4162,0.8
12075,3749,4232,0.8
12076,3750,197,2.96
12077,3750,1028,3.12
12078,3750,1411,3.12
12079,3750,2288,1.72
12080,3750,2388,3.12
12081,3750,2683,3.12
12082,3750,2926,3.12
12083,3750,3487,1.72
12084,3751,828,3.12
12085,3751,1463,2.12
12086,3751,2644,2.12
12087,3751,3354,1.72
12088,3751,3406,1.72
12089,3751,3439,1.72
12090,3751,3469,1.72
12091,3751,3515,1.72
12092,3751,3532,2.12
12093,3751,3572,2.12
12094,3751,3595,2.12
12095,3751,3620,2.12
12096,3751,3650,3.12
12097,3751,3681,3.12
12098,3751,3713,3.12
12099,3751,3801,3.12
12100,3751,3847,3.12
12101,3751,3894,3.12
12102,3751,3967,3.12
12103,3751,4010,3.12
12104,3751,4072,3.12
12105,3751,4127,3.12
12106,3751,4146,1.96
12107,3751,4174,2.96
12108,3751,4203,2.96
12109,3751,4225,2.96
12110,3751,4250,2.96
12111,3751,4266,2.56
12112,3751,4269,2.56
12113,3751,4280,2.56
12114,3751,4294,2.56
12115,3751,4307,2.56
12116,3751,4309,2.56
12117,3752,367,3.12
12118,3752,382,3.12
12119,3752,623,4.8672
12120,3752,1558,4.8672
12121,3752,1908,2.8
12122,3752,2359,1.96
12123,3753,1949,2.12
12124,3754,2263,11.84481792
12125,3754,3983,11.84481792
12126,3755,1819,0.96
12127,3756,2350,1.96
12128,3756,2408,1.56
12129,3756,3046,1.96
12130,3756,3120,2.96
12131,3756,4011,1.8
12132,3757,14,1.56
12133,3757,1294,2.12
12134,3757,1717,1.852032
12135,3757,2732,1.16
12136,3759,2469,0.32
12137,3760,1144,2.12
12138,3760,1778,2.12
12139,3760,4062,2.12
12140,3761,54,3.12
12141,3761,1824,3.12
12142,3761,1917,2.12
12143,3761,2447,2.56
12144,3761,2661,2.56
12145,3761,3850,58.51984878
12146,3762,1368,2.56
12147,3762,3552,2
12148,3762,3589,2
12149,3762,3610,2
12150,3762,3631,2
12151,3762,3659,2
12152,3762,3672,2
12153,3762,3692,2
12154,3762,3719,2
12155,3762,3729,2
12156,3762,3785,2
12157,3762,3788,2
12158,3763,1640,3.12
12159,3764,481,1.72
12160,3764,1009,0.8
12161,3764,1058,1.72
12162,3764,1067,1.16
12163,3764,2521,1.12
12164,3766,2871,1.12
12165,3766,3012,1.12
12166,3767,2808,0.32
12167,3767,3330,0.32
12168,3767,3371,0.32
12169,3767,3446,0.32
12170,3767,3470,0.32
12171,3767,3496,0.32
12172,3767,3522,0.32
12173,3767,3562,0.32
12174,3767,3581,0.32
12175,3767,3622,0.32
12176,3767,3632,0.32
12177,3767,3658,0.32
12178,3767,3731,0.32
12179,3767,3815,0.32
12180,3767,3816,0.32
12181,3767,3879,0.32
12182,3767,3927,0.32
12183,3767,3973,0.32
12184,3767,4001,0.32
12185,3767,4071,0.32
12186,3768,2524,1.96
12187,3768,2525,1.96
12188,3768,2526,1.96
12189,3768,3403,3.12
12190,3768,3404,3.12
12191,3768,3405,3.12
12192,3768,3553,3.12
12193,3768,3594,3.12
12194,3768,3614,3.12
12195,3768,3641,3.12
12196,3768,3665,3.12
12197,3768,3853,3.12
12198,3768,3880,3.12
12199,3768,3913,3.12
12200,3768,3923,3.12
12201,3768,4041,3.12
12202,3768,4042,3.12
12203,3768,4043,3.12
12204,3768,4044,3.12
12205,3768,4045,3.12
12206,3768,4046,3.12
12207,3768,4154,2.96
12208,3768,4172,2.96
12209,3768,4194,2.96
12210,3769,1164,5.59629056
12211,3769,1502,2.96
12212,3769,2337,2.96
12213,3769,4253,2.4
12214,3770,3012,2.4
12215,3771,974,2.12
12216,3772,2095,3.846592
12217,3772,2538,2.96
12218,3772,2672,2.12
12219,3772,3491,1.72
12220,3772,3668,2.12
12221,3772,4035,2.12
12222,3772,4272,2.56
12223,3773,2622,0.32
12224,3773,3907,0.56
12225,3774,1322,2.12
12226,3774,1409,2.12
12227,3774,2359,2.12
12228,3774,2799,1.56
12229,3774,2843,1.8
12230,3774,3290,1.96
12231,3774,3422,1.16
12232,3774,4104,1.8
12233,3775,842,2.56
12234,3776,596,3.12
12235,3776,682,3.12
12236,3776,1501,3.12
12237,3776,3663,1.16
12238,3777,977,4.8672
12239,3777,2511,1.12
12240,3777,3419,1.12
12241,3777,3498,3.4336
12242,3777,3914,3.12
12243,3777,3938,2.12
12244,3777,4166,38.90587572
12245,3777,4206,1.96
12246,3778,2166,2.12
12247,3778,3319,1.12
12248,3778,3370,1.12
12249,3778,3428,1.12
12250,3778,3517,1.12
12251,3778,3720,1.12
12252,3778,4156,0.96
12253,3779,1328,4.8672
12254,3779,2192,2.12
12255,3779,2801,2.12
12256,3779,3458,0.96
12257,3779,3808,2.12
12258,3779,3871,3.3072
12259,3779,4016,8.071156374
12260,3779,4017,8.071156374
12261,3779,4019,2.12
12262,3780,939,0.32
12263,3780,1690,0.32
12264,3780,1823,0.32
12265,3780,3205,0.32
12266,3780,3411,2.4592
12267,3780,3497,0.32
12268,3780,3569,0.32
12269,3780,3633,0.32
12270,3780,3860,0.32
12271,3781,2048,1.72
12272,3782,2660,1.72
12273,3782,3642,2
12274,3783,3373,1.16
12275,3784,1038,2.96
12276,3784,2539,2.4
12277,3784,2764,2.8
12278,3785,1368,2.56
12279,3785,3552,2
12280,3785,3589,2
12281,3785,3631,2
12282,3785,3672,2
12283,3785,3692,2
12284,3785,3729,2
12285,3785,3788,2
12286,3786,1017,3.12
12287,3786,2158,3.12
12288,3786,2981,3.12
12289,3786,3627,2.56
12290,3787,711,0.96
12291,3788,1368,2.56
12292,3788,3552,2
12293,3788,3589,2
12294,3788,3631,2
12295,3788,3672,2
12296,3788,3692,2
12297,3788,3729,2
12298,3789,983,1.72
12299,3789,2928,2.96
12300,3789,2940,3.12
12301,3789,3671,75.37793429
12302,3789,3694,3.12
12303,3792,2983,0.000209715
12304,3793,271,1.56
12305,3793,488,2.96
12306,3793,2547,3.12
12307,3793,3377,3.12
12308,3794,2167,3.12
12309,3794,3978,3.12
12310,3795,1555,0.56
12311,3795,1922,2.12
12312,3795,4296,1.022029271
12313,3797,1434,2.56
12314,3798,2654,2.12
12315,3798,2732,3.12
12316,3799,239,3.12
12317,3801,3469,1.72
12318,3801,3595,2.12
12319,3801,4174,2.96
12320,3801,4294,2.56
12321,3802,2069,2.12
12322,3802,3637,1.96
12323,3802,4102,0.001579058
12324,3803,634,1.56
12325,3803,2439,1.12
12326,3803,3298,0.4736
12327,3804,40,2.96
12328,3804,401,1.56
12329,3804,604,1.72
12330,3804,820,3.12
12331,3804,3521,3.12
12332,3804,4179,2.56
12333,3805,772,4.8672
12334,3806,770,3.12
12335,3806,1379,3.12
12336,3806,1598,3.12
12337,3806,4175,5.1776
12338,3807,494,2.4
12339,3807,1214,3.12
12340,3807,3174,4.8672
12341,3812,412,3.12
12342,3812,1701,3.12
12343,3812,3429,1.72
12344,3815,3816,0.32
12345,3815,3879,0.32
12346,3816,3879,0.32
12347,3817,3247,0.8945664
12348,3821,1006,2.8
12349,3821,1288,1.56
12350,3821,1778,1.72
12351,3821,2603,3.12
12352,3821,2863,2.12
12353,3821,3263,0.3392
12354,3821,3325,2.96
12355,3821,3382,0.489216
12356,3821,3709,2.5232
12357,3821,3822,0.489216
12358,3821,3861,4.285632
12359,3821,4142,0.003740731
12360,3821,4259,1.16
12361,3821,4313,1.489216
12362,3822,319,2.8
12363,3822,581,2.96
12364,3822,642,1.56
12365,3822,991,3.12
12366,3822,1099,2.12
12367,3822,1251,3.12
12368,3822,1414,1.72
12369,3822,1798,3.12
12370,3822,1918,1.72
12371,3822,1940,3.12
12372,3822,2077,2.8
12373,3822,2969,1.56
12374,3822,3263,1.56
12375,3822,3307,3.12
12376,3822,3382,1.22E-05
12377,3822,3486,2.96
12378,3822,3639,0.72
12379,3822,3709,2.6576
12380,3822,3861,2.96
12381,3822,4075,2
12382,3822,4142,0.489216
12383,3822,4143,1.8
12384,3822,4259,1.16
12385,3822,4298,2.4
12386,3822,4313,2.4
12387,3823,1666,0.32
12388,3824,2193,1.72
12389,3824,3223,11.84481792
12390,3824,3654,3.12
12391,3824,4149,2.96
12392,3825,2994,2.16
12393,3825,3341,1.16
12394,3826,1150,0.32
12395,3826,1980,0.32
12396,3826,3323,1.72
12397,3827,3077,1.72
12398,3827,3207,2.12
12399,3827,3499,2.96
12400,3827,3941,2.96
12401,3828,485,2.12
12402,3828,1225,1.175616
12403,3828,1265,8.565880588
12404,3828,1510,1.175616
12405,3828,2786,1.72
12406,3828,3176,3.12
12407,3828,3649,2.56
12408,3829,963,3.12
12409,3829,2554,2.12
12410,3829,2616,2.381112115
12411,3829,3533,5.196416
12412,3829,3606,2.12
12413,3829,4106,2.96
12414,3829,4311,2.56
12415,3830,1040,2.56
12416,3830,2378,3.4336
12417,3831,242,1.72
12418,3831,1554,3.12
12419,3831,1817,218.517362
12420,3831,2592,2.56
12421,3831,2706,3.9936
12422,3831,3264,3.12
12423,3831,3369,1.72
12424,3831,3726,3.12
12425,3831,4003,3.12
12426,3831,4157,2.96
12427,3831,4247,2
12428,3832,2524,1.96
12429,3832,2525,1.96
12430,3832,2526,1.96
12431,3832,3403,3.12
12432,3832,3404,3.12
12433,3832,3405,3.12
12434,3832,3553,3.12
12435,3832,3594,3.12
12436,3832,3614,3.12
12437,3832,3641,3.12
12438,3832,3665,3.12
12439,3832,3768,3.12
12440,3832,3853,3.12
12441,3832,3880,3.12
12442,3832,3913,3.12
12443,3832,3923,3.12
12444,3832,3948,3.12
12445,3832,3994,3.12
12446,3832,4041,3.12
12447,3832,4042,3.12
12448,3832,4043,3.12
12449,3832,4044,3.12
12450,3832,4045,3.12
12451,3832,4046,3.12
12452,3832,4117,3.12
12453,3832,4154,2.96
12454,3832,4172,2.96
12455,3832,4194,2.96
12456,3833,2146,0.044032
12457,3833,2650,3.12
12458,3834,195,2.96
12459,3834,629,1.72
12460,3834,2271,3.12
12461,3835,2647,2.56
12462,3835,3849,2.4
12463,3836,1507,1.56
12464,3836,1814,2
12465,3837,2166,2.12
12466,3837,3319,1.12
12467,3837,3370,1.12
12468,3837,3428,1.12
12469,3837,3517,1.12
12470,3837,3535,1.12
12471,3837,3613,1.12
12472,3837,3661,1.12
12473,3837,3720,1.12
12474,3837,3778,1.12
12475,3837,3993,0.96
12476,3837,4058,0.96
12477,3837,4120,0.96
12478,3837,4156,0.96
12479,3838,3542,4.25198592
12480,3838,4207,3.860416
12481,3839,4083,0.32
12482,3840,12,0.76317696
12483,3840,1294,2.56
12484,3840,2797,0.098459648
12485,3840,2813,0.097686651
12486,3840,3781,1.72
12487,3841,3229,2
12488,3842,3217,1.1872
12489,3842,3301,0.72
12490,3842,3357,0.72
12491,3842,3488,1.7472
12492,3842,3670,1.12
12493,3842,3688,0.72
12494,3842,3722,0.72
12495,3842,3897,0.72
12496,3842,3902,0.72
12497,3842,3929,1.1232
12498,3842,4002,0.72
12499,3842,4012,0.503552
12500,3842,4013,0.72
12501,3842,4061,1.12
12502,3843,1617,3.12
12503,3843,1651,2.96
12504,3843,2148,1.72
12505,3844,91,3.12
12506,3844,190,2.96
12507,3844,1053,3.12
12508,3844,1192,1.72
12509,3844,1879,2.56
12510,3844,2114,2.12
12511,3844,2262,3.12
12512,3844,2675,3.12
12513,3844,3859,2.8
12514,3845,939,0.32
12515,3845,1690,0.32
12516,3845,1823,0.32
12517,3845,2322,2.56
12518,3845,2394,2.12
12519,3845,3205,0.32
12520,3845,3497,0.32
12521,3845,3569,0.32
12522,3845,3633,0.32
12523,3845,3780,0.32
12524,3845,3860,0.32
12525,3846,2058,3.12
12526,3846,2124,2.96
12527,3846,3117,1.4
12528,3846,3543,1.12
12529,3846,4196,2.56
12530,3847,1463,2.12
12531,3847,2644,2.12
12532,3847,3406,1.72
12533,3847,3469,1.72
12534,3847,3515,1.72
12535,3847,3595,2.12
12536,3847,3620,2.12
12537,3847,3681,3.12
12538,3847,3801,3.12
12539,3847,3967,3.12
12540,3847,4010,3.12
12541,3847,4072,3.12
12542,3847,4127,3.12
12543,3847,4174,2.96
12544,3847,4203,2.96
12545,3847,4225,2.96
12546,3847,4266,2.56
12547,3847,4269,2.56
12548,3847,4294,2.56
12549,3847,4307,2.56
12550,3847,4309,2.56
12551,3848,1022,3.12
12552,3848,3726,3.12
12553,3849,2647,2.96
12554,3850,1824,2.72
12555,3850,1917,1.72
12556,3850,2447,2.16
12557,3850,2661,2.16
12558,3851,692,1.16
12559,3851,3915,2.4
12560,3851,3933,3.12
12561,3851,4085,2.56
12562,3851,4293,2
12563,3852,114,1.72
12564,3852,142,3.12
12565,3852,798,2.96
12566,3852,1701,1.72
12567,3852,1882,1.96
12568,3852,1923,3.12
12569,3852,1958,1.72
12570,3852,2105,2.56
12571,3852,2403,1.72
12572,3852,2500,1.12
12573,3852,2622,1.72
12574,3852,2719,2.8
12575,3852,4025,1.72
12576,3852,4026,1.72
12577,3852,4137,2.56
12578,3853,3553,3.12
12579,3853,3594,3.12
12580,3853,3641,3.12
12581,3853,3880,3.12
12582,3853,3913,3.12
12583,3853,3923,3.12
12584,3853,4041,3.12
12585,3853,4042,3.12
12586,3853,4043,3.12
12587,3853,4044,3.12
12588,3853,4045,3.12
12589,3853,4046,3.12
12590,3853,4172,2.96
12591,3855,1407,1.96
12592,3855,3026,3.12
12593,3855,3636,14.88994786
12594,3856,3974,0.8
12595,3856,4162,0.8
12596,3856,4232,0.8
12597,3857,398,2.96
12598,3857,929,2.96
12599,3857,1910,2.56
12600,3857,3277,2.8
12601,3857,3684,2.96
12602,3859,209,1.56
12603,3859,871,1.56
12604,3859,1113,1.96
12605,3859,1406,1.4
12606,3859,1485,1.96
12607,3859,1880,2.12
12608,3859,2071,0.96
12609,3859,2623,2.56
12610,3859,2675,2.56
12611,3859,4098,1.8
12612,3860,1516,0.96
12613,3860,1690,0.32
12614,3860,1823,0.32
12615,3860,3205,0.32
12616,3860,3569,0.32
12617,3860,3633,0.32
12618,3861,22,3.12
12619,3861,789,1.72
12620,3861,1633,1.72
12621,3861,1778,1.72
12622,3861,2463,1.56
12623,3861,3593,3.12
12624,3861,4142,4.285632
12625,3861,4313,4.796416
12626,3864,791,3.12
12627,3864,2207,1.72
12628,3864,3144,1.4
12629,3864,3284,3.12
12630,3865,1018,2.56
12631,3865,1987,1.16
12632,3865,2499,0.32
12633,3865,3175,1.56
12634,3865,3920,2.56
12635,3865,3975,2.5232
12636,3867,2204,2.4
12637,3867,2807,2.56
12638,3867,2987,1.56
12639,3868,3181,1.72
12640,3868,3373,0.32
12641,3869,1920,3.12
12642,3869,3101,2.12
12643,3870,454,3.12
12644,3870,1054,3.12
12645,3870,1651,7.592832
12646,3871,3808,3.12
12647,3873,353,2.12
12648,3881,33,3.12
12649,3881,559,1.96
12650,3881,939,0.32
12651,3881,983,1.72
12652,3881,1139,3.12
12653,3881,1338,1.72
12654,3881,1690,0.32
12655,3881,1823,0.32
12656,3881,2444,2.96
12657,3881,3015,2.12
12658,3881,3205,0.32
12659,3881,3262,2.12
12660,3881,3423,3.12
12661,3881,3497,0.32
12662,3881,3569,0.32
12663,3881,3633,0.32
12664,3881,3666,3.12
12665,3881,3780,0.32
12666,3881,3845,0.32
12667,3881,3860,0.32
12668,3881,4069,2
12669,3881,4200,2.56
12670,3882,2166,2.12
12671,3882,3319,1.12
12672,3882,3370,1.12
12673,3882,3428,1.12
12674,3882,3517,1.12
12675,3882,3535,1.12
12676,3882,3576,1.12
12677,3882,3613,1.12
12678,3882,3661,1.12
12679,3882,3720,1.12
12680,3882,3778,1.12
12681,3882,3837,1.12
12682,3882,3946,1.12
12683,3882,3993,0.96
12684,3882,4058,0.96
12685,3882,4120,0.96
12686,3882,4156,0.96
12687,3883,17,2.96
12688,3883,25,2.96
12689,3883,588,2.96
12690,3883,952,1.56
12691,3883,2192,1.96
12692,3883,2801,1.96
12693,3883,3458,0.8
12694,3883,3779,0.96
12695,3883,3808,1.96
12696,3883,3871,1.96
12697,3883,4016,0.56
12698,3883,4017,0.56
12699,3883,4019,1.96
12700,3884,1833,2.96
12701,3885,3678,3.12
12702,3886,556,1.56
12703,3886,1188,2.7472
12704,3886,1923,2.8
12705,3887,2735,2
12706,3888,2034,1.72
12707,3888,2392,0.96
12708,3888,3237,0.72
12709,3889,251,2.12
12710,3889,1879,1.56
12711,3889,1938,2.56
12712,3889,2775,2.56
12713,3889,3080,1.16
12714,3890,1156,1.56
12715,3890,2354,0.96
12716,3890,2734,2.4
12717,3890,3080,0.56
12718,3890,3955,2.56
12719,3891,1066,2.8
12720,3891,1647,2.4
12721,3892,822,1.12
12722,3893,652,3.12
12723,3893,1008,3.12
12724,3893,1425,3.12
12725,3894,1463,2.12
12726,3894,2644,2.12
12727,3894,3354,1.72
12728,3894,3406,1.72
12729,3894,3469,1.72
12730,3894,3515,1.72
12731,3894,3595,2.12
12732,3894,3620,2.12
12733,3894,3681,3.12
12734,3894,3713,3.12
12735,3894,3801,3.12
12736,3894,3847,3.12
12737,3894,3967,3.12
12738,3894,4010,3.12
12739,3894,4072,3.12
12740,3894,4127,3.12
12741,3894,4174,2.96
12742,3894,4203,2.96
12743,3894,4225,2.96
12744,3894,4250,2.96
12745,3894,4266,2.56
12746,3894,4269,2.56
12747,3894,4294,2.56
12748,3894,4307,2.56
12749,3894,4309,2.56
12750,3895,1238,4.8672
12751,3896,2066,3.12
12752,3896,2548,2.96
12753,3897,426,0.32
12754,3897,3099,0.000209715
12755,3897,3217,1.72
12756,3897,3301,0.32
12757,3897,3357,0.32
12758,3897,3488,0.72
12759,3897,3670,0.72
12760,3897,3688,0.32
12761,3897,3722,0.32
12762,3897,3902,0.32
12763,3897,3929,0.32
12764,3897,4002,0.32
12765,3897,4012,0.32
12766,3897,4013,0.32
12767,3898,17,2.12
12768,3898,25,2.12
12769,3898,510,1.12
12770,3898,1166,2.12
12771,3898,3501,1.12
12772,3899,241,2
12773,3900,211,2.96
12774,3900,3453,3.12
12775,3901,213,4.6176
12776,3901,1553,2.6576
12777,3901,2048,0.69888
12778,3901,3640,2.12
12779,3901,3906,1.16
12780,3902,3217,2.2096
12781,3902,3301,0.018432
12782,3902,3357,0.0512
12783,3902,3670,0.72
12784,3902,3688,0.054272
12785,3902,3722,0.2752
12786,3902,3725,0.32
12787,3902,3929,0.2496
12788,3902,4002,0.32
12789,3902,4012,0.32
12790,3902,4013,0.32
12791,3903,1427,2.4
12792,3904,238,2.96
12793,3904,1054,0.72
12794,3904,2160,3.12
12795,3904,2210,6.14235491
12796,3904,2926,3.12
12797,3904,3140,3.12
12798,3905,354,0.56
12799,3905,535,2.12
12800,3905,2714,3.12
12801,3905,3291,2.96
12802,3906,1564,1.96
12803,3906,2048,1.16
12804,3906,3677,2.96
12805,3907,21,2.96
12806,3907,110,2.16
12807,3907,1743,2.96
12808,3907,1882,2.12
12809,3907,2622,8.264418725
12810,3907,2880,2.8
12811,3907,3277,2.96
12812,3907,3852,2.96
12813,3907,3910,2.96
12814,3907,4025,20.66104685
12815,3907,4026,20.66104685
12816,3907,4137,2.4
12817,3907,4143,2.8
12818,3908,1156,1.56
12819,3908,1234,1.56
12820,3908,1819,1.96
12821,3908,2266,1.8
12822,3908,2442,2.96
12823,3908,2677,2.8
12824,3908,3615,1.56
12825,3909,3696,3.8336
12826,3909,3938,1.96
12827,3910,398,2.96
12828,3910,434,0.56
12829,3910,929,2.96
12830,3910,2552,3.12
12831,3910,2622,1.72
12832,3910,3012,2.56
12833,3910,3277,3.519839164
12834,3910,3501,2.12
12835,3910,3684,2.96
12836,3910,3857,2.8
12837,3910,4025,1.72
12838,3910,4026,1.72
12839,3911,3875,2
12840,3911,4099,2
12841,3912,1147,2.72
12842,3912,1240,3.12
12843,3912,1737,1.72
12844,3912,3028,1.96
12845,3912,4289,2.56
12846,3913,22,2.96
12847,3913,511,3.12
12848,3913,1550,2.12
12849,3913,2429,3.12
12850,3913,2437,3.12
12851,3913,3553,3.12
12852,3913,3594,3.12
12853,3913,3641,3.12
12854,3913,3880,3.12
12855,3913,3923,3.12
12856,3913,4041,3.12
12857,3913,4042,3.12
12858,3913,4043,3.12
12859,3913,4044,3.12
12860,3913,4045,3.12
12861,3913,4046,3.12
12862,3913,4172,2.96
12863,3914,977,3.12
12864,3914,4166,2.96
12865,3915,628,1.16
12866,3915,772,2.56
12867,3915,1297,2.8
12868,3915,1406,2.8
12869,3915,1870,2.8336
12870,3915,2855,1.56
12871,3915,3336,2.4
12872,3915,3593,2.96
12873,3915,3805,2.56
12874,3915,3812,1.96
12875,3915,4268,2.4
12876,3917,142,2.56
12877,3917,2590,0.32
12878,3917,4310,2.56
12879,3918,1106,1.96
12880,3918,1473,3.12
12881,3918,3327,1.72
12882,3919,3516,3.12
12883,3920,411,1.72
12884,3920,1018,3.12
12885,3920,1987,1.72
12886,3921,1040,2.96
12887,3921,3248,1.96
12888,3921,3334,3.12
12889,3922,1556,2.4592
12890,3922,1788,2.4592
12891,3922,2105,2.56
12892,3922,3644,1.56
12893,3922,4291,2.56
12894,3923,3594,3.12
12895,3923,3641,3.12
12896,3923,3880,3.12
12897,3923,4041,3.12
12898,3923,4042,3.12
12899,3923,4043,3.12
12900,3923,4044,3.12
12901,3923,4045,3.12
12902,3923,4046,3.12
12903,3923,4172,2.96
12904,3924,347,2.12
12905,3924,981,1.72
12906,3924,2544,3.12
12907,3924,3095,1.7472
12908,3924,3643,2.56
12909,3924,4210,2.56
12910,3926,2809,0.8
12911,3927,2808,0.32
12912,3927,3470,0.32
12913,3927,3522,0.32
12914,3927,3562,0.32
12915,3927,3632,0.32
12916,3927,3815,0.32
12917,3927,3816,0.32
12918,3927,3879,0.32
12919,3927,3973,0.32
12920,3928,686,2.12
12921,3929,3217,0.6010368
12922,3929,3301,0.32384
12923,3932,965,2.96
12924,3933,2855,1.56
12925,3933,3150,1.56
12926,3936,1966,0.72
12927,3938,605,3.12
12928,3938,1702,3.12
12929,3938,2511,2.12
12930,3939,2594,0.56
12931,3942,1506,0.96
12932,3942,2324,0.044058542
12933,3942,3145,0.3392
12934,3942,3365,0.72
