,OperatingIncomeLoss.csv,Assets.csv,ProfitLoss.csv,Liabilities.csv,NetIncomeLoss.csv,StockholdersEquity.csv,Revenues.csv,EntityPublicFloat.csv,RevenueFromContractWithCustomerExcludingAssessedTax.csv,Target
148,,-0.25651201492874653,,-0.20834099689075034,-0.16675956346895404,-0.1904349449451561,-0.2186443312092151,,,0
149,,1.6469212614834028,,1.9776389145451518,0.3857826659376009,0.5547967391690043,0.24352920985531612,,,0
150,-0.12858643047312754,-0.25820706696177353,,-0.2094788206074296,,,,,,1
151,,,,,,,,,,0
152,,,,,,,,,,0
153,,,,,,,,,,0
154,-0.1030267396133744,,,,,,-0.20970935968638885,,,0
155,,-0.25590575992842673,,-0.20733330131746966,,-0.19086100563472103,,,,0
156,,,,,,,-0.22131867188253979,,,0
157,,,,,,,,,,0
158,,-0.20963754716180363,,-0.15991052927470703,,-0.16112880082255782,-0.16819023740181277,,,0
159,,,,,,,,,,0
160,,,,,,,,,,0
161,,,,,,,-0.18447864564887984,,,0
162,,,,,,,,-0.06056183414014277,,0
163,,,,,,,,,,0
164,,-0.2600266533042179,,-0.2101599288477199,,-0.19630545308693767,,,,0
165,-0.15000180840520774,-0.24544222327843657,,-0.19711958271761387,-0.17687834819564502,-0.18223003527486373,-0.21877351433199163,,,0
166,-0.12315709714934758,-0.16371169525191118,,,,,-0.14119563200272797,,,0
167,0.6692157951449087,0.20923500338220444,,0.10185500846640676,1.2987406375109496,0.4475151018717989,0.3237894338771216,,,0
168,-0.0115713982816174,-0.0586823834752765,,,,,,,,0
169,,,,,,,,,,0
170,-0.045927859944226386,-0.20634260639622165,-0.047276178038314985,,-0.03538591461006736,,-0.12605953721082758,-0.08122014827620347,-0.25826720489227495,0
171,,,,,,,,,,0
172,-0.057510633141988045,-0.20192596401647062,,-0.17271124227097254,,-0.11419530383632505,,,,0
173,,,,,,,,,,0
174,,,,,,,,,,0
175,,,,,,,,,,0
176,,-0.2573812837428549,,,-0.12224333147483027,,-0.22155120150353755,,,1
177,,,,,,,,,,0
178,,,,,,,,,,0
179,,,,,,,,,,0
180,,,,,,,,,,0
181,,,,,,,-0.20143030505146664,,,0
182,-0.129903698529365,-0.25830737172817203,,-0.20908628815241054,-0.13457328034366153,-0.193791997584546,-0.22221978667186873,,,0
183,,,,,,,-0.1874561916129536,,,0
184,,,,,,,,,,1
185,,0.6046044969639934,,0.6771479973090264,0.7489593535305155,0.3564806446180423,0.2741164395707913,,,1
186,0.20266055718495546,,,,,,-0.0054195027033848535,,,0
187,,,,,,,,,,1
188,,,,,,,-0.22174605965905467,,,0
189,,,,,,,,,,0
190,,,,,,,,,,0
191,,,,,,,,,,0
192,,,,,,,,,,1
193,-0.11693036713870578,-0.25525432615890464,-0.11475488226889853,-0.20602784740886937,-0.10846268235666377,,-0.211189381553657,-0.08192991937505513,,0
194,,,,,,,,,,0
195,,,,,,,,,,1
196,,,,,,,,,,0
197,,,,,,,,,,0
198,-0.1090277360031031,,,,,,,,,0
199,,,,,,,,,,0
200,,,,,,,-0.18035445361825156,,,0
201,,,,,,,-0.22141851793485354,,,0
202,,,,,,,,,,0
203,-0.08043969669655478,-0.20465537431735834,-0.06916468126629241,,,,-0.11112413465095676,,,0
204,,,,,,,,,,0
205,,,,,,,,,,1
206,,,,,,,,,,0
207,,,,,,,,,,0
208,,,,,,,,,,1
209,,,,,,,,,,0
210,,,,,,,-0.1266179416770229,,,0
211,,,,,,,,,,0
212,,-0.14426386948075307,,-0.13498612264272658,,-0.12292003951965702,,,,0
213,,,,,,,,-0.08199334126145102,,0
214,,,,,,,,,,0
215,-0.12774799130973602,-0.25284664231868736,,-0.2029643678438307,,-0.1914817993293989,,,,0
216,,,,,,,,,,0
217,,,,,,,,,,0
218,,,,,,,,,,0
219,,,,,,,,,,0
220,,,,,,,,,,0
221,,,,,,,-0.21135006868960096,,,0
222,,,,,,,,,,0
223,-0.11159582239167289,,,,,,-0.2107396575984943,,,0
224,,,,,,,,,,0
225,,,,,,,-0.1309869982332753,,,0
226,-0.14774447219607678,,,,,,-0.19743812983792097,,,0
227,,,,,,,,,,0
228,,,,,,,,,,0
229,,,,,,,,,,1
230,,,,,,,,,,0
231,,,,,,,,,,0
232,,,,,,,,,,0
233,,,,,,,,,,0
234,-0.11516847225339706,-0.2477997547354546,,,-0.10265787485828641,,-0.21536791383980158,,,0
235,,,,,,,,,,0
236,,,,,,,,,,0
237,,,,,,,,,,0
238,0.24413300251634876,0.3665884905101069,,0.34706388740664895,,0.3708853609452236,,,,0
239,,,,,,,,,,0
240,,,,,,,,,,0
241,,,,,,,,,,1
242,-0.03241511314774886,,,,,,,,,1
243,-0.11860431386002239,-0.2489344515740826,-0.11736192235518582,,-0.11162894099214232,,-0.2115620956988548,,,0
244,,-0.25311941709778213,,-0.20864254144610533,-0.15820384304963808,-0.18059484872667642,,,,1
245,,-0.03756293474636129,,-0.04388468428773918,,0.07168642183530212,-0.17689167917623913,,,0
246,,,,,,,,,,0
247,,,,,,,-0.17851838639582127,,,0
248,,,,,,,,,,0
249,,,,,,,-0.2185744889789656,,,0
250,,,,,,,,,,0
251,-0.1558063872286874,-0.24759154075904177,-0.18684265736933175,-0.2080776978165977,-0.1872700170632898,-0.16670309104777403,,,,0
252,,,,,,,,,,1
253,,,,,,,,,,0
254,,,,,,,,,,0
255,,-0.2568587406129638,,-0.20906377866293396,-0.1187058701476131,-0.18991252273324352,-0.21765053794728778,,,0
256,,,,,,,,,,0
257,-0.12841248854878756,-0.2559924532025612,,-0.20914928659640855,-0.13069872684232497,-0.18738263513445,,,,0
258,,,,,,,,,,0
259,,,,,,,,,,0
260,-0.14448843572472422,,,,,,,,,0
261,-0.08795633311241428,-0.2250925474391044,,-0.18852033821032851,-0.07130428966311025,-0.1453944956790373,-0.129198103686646,,,0
262,,,,,,,,,,0
263,,,,,,,-0.060035293318995715,,,0
264,-0.125512153540692,-0.24682894129197894,,-0.20276450835836804,-0.13154346377865989,-0.1754022834841305,-0.21085683919244513,,,0
265,,-0.25887219408678064,,-0.20942298055280145,-0.11054543043247286,-0.1946612217168705,-0.21721248214515007,,,0
266,-0.059289140458273056,-0.18601894575873318,,,-0.01532491724789079,-0.1654393284351161,-0.16931088015591164,,,0
267,,,,,,,-0.08126216398993406,,,0
268,,,,,,,,,,0
269,,,,,,,-0.19030655470905508,,,1
270,,,,,,,,,,0
271,-0.06812011332490361,,,,,,-0.18790991607772484,,,0
272,,,,,,,-0.20101891931338603,,,0
273,0.4541336740930787,0.23898469514735649,0.6498998751913885,-0.08131441333114756,0.7714321651384748,0.8057737966649178,0.03755297138440226,,,0
274,,,,,,,,,,0
275,,,,,,,,,,0
276,,,,,,,,,,0
277,-0.11305185310665347,,,,,,-0.20267929748884025,,,0
278,,,,,,,,,,0
279,,,,,,,,,,0
280,,,,,,,,,,0
281,-0.09590977874276796,,,,,,-0.18955845941225372,,,0
282,0.21569642949223128,0.09165860593719183,0.11290828498495693,0.07464537237985942,0.13316418545170064,0.17614532097083513,,-0.05936570823405486,,0
283,,,0.2492938820728595,,,,-0.19432106610124858,,,1
284,,,,,,,,,,0
285,,,,,,,,,,1
286,,,,,,,,-0.08179170102481192,,0
287,,1.774919133276448,,,2.67921335057131,,,,,0
288,-0.12342680485225674,,,,,,,,,0
289,,-0.1798297291231831,-0.02700103295093729,,,,,,,0
290,,,,,,,,,,0
291,,,,,,,,,,0
292,,,,,,,0.18874639796354772,-0.0530775402905717,,0
293,,,,,,,,,,0
294,,,,,,,,,,1
295,,,,,,,,,,0
296,,,,,,,,,,0
297,,-0.2505951112639745,,-0.20854023684897968,-0.11663716757905898,-0.17393559861763092,,,,0
298,,,,,,,-0.20999872988140827,,,0
299,,,,,,,,,,0
300,,,,,,,-0.2188102720144025,,,0
301,,,,,,,,,,0
302,,,,,,,,,,0
303,,,,,,,,,,0
304,,,,,,,,,,0
305,,,,,,,-0.20519278433832064,,,0
306,-0.06019696095103612,-0.21689360258349266,,,,,-0.13662938366035343,,,0
307,,,,,,,,,,0
308,,-0.2364751988304032,,-0.18975840143335576,-0.12821066555715804,-0.17361040377170972,,,,0
309,,,,,,,,,,0
310,,,,,,,1.3079147975837457,,,0
311,,,,,,,,,,0
312,,-0.18702731961197133,-0.10691176167175577,,,,,,,0
313,,,,,,,-0.22236913903058844,,,0
314,-0.09865767026661051,,,,,,,,,0
315,,,,,,,0.010016130245456747,,,0
316,,,,,,,,,,0
317,,,,,,,,,,0
318,-0.07062370439321251,-0.21849493831544015,0.010973384283428771,-0.1832472941168167,0.02922743176488863,-0.13792774397216226,,,,0
319,,,,,,,,,,0
320,,,,,,,,-0.08197455767167272,,0
321,,,,,,,,,,0
322,-0.1023436755397023,-0.19565519203218218,,-0.1311077582568203,-0.11184163010200338,-0.18194135470986492,-0.19328993474964132,,,0
323,,-0.02365234462916306,,-0.0585557913031537,,0.06278439089345476,,,,0
324,,-0.23982798878446362,,,,,,,,0
325,,,,,,,,,,0
326,,,,,,,,,,1
327,-0.07898464318339633,,,,,,-0.1988726459083917,,,1
328,,-0.2167457007732476,-0.13613737771641513,-0.17484204423718544,-0.13262095483522007,-0.15312991209508445,-0.2133749933031355,,,0
329,,,,,,,,,,0
330,,,,,,,,,,1
331,,,,,,,,,,0
332,,,,,,,,,,1
333,,,,,,,,,,0
334,,,,,,,-0.21249754819565725,-0.08199334126145102,,0
335,,,,,,,-0.2138818912081206,,,0
336,,-0.2530295184121211,,-0.20635669246430516,-0.19083757590605332,-0.18498535601419086,,,,0
337,,,,,,,-0.21631053391631935,,,0
338,,,,,,,,,,0
339,,,,,,,-0.2160466669700545,,,0
340,,,,,,,,,,0
341,,,,,,,1.311308896610811,,,0
342,0.022796789802857202,-0.11594270477541997,0.032607050259652375,-0.06096087862645641,0.019194926582763918,-0.13462805895302885,,,,0
343,,,,,,,,,,0
344,,,,,,,-0.2079773057137812,,,0
345,,,,,,,,,,0
346,,,,,,,,,,0
347,,,,,,,,,,0
348,-0.029483507681344993,0.19975253927823378,-0.9740917622441086,0.4729931230288147,-1.0428460719969581,-0.33528073248962087,,,,1
349,,,,,,,,,,0
350,,,,,,,,,,0
351,,0.4376785238975748,,0.4815494962515557,-0.355292407352478,0.20178998719910568,0.1582068409875746,,,0
352,,,,,,,,,,0
353,,,,,,,,,,0
354,,,,,,,,,,0
355,,,,,,,,,,0
356,,,,,,,,,,0
357,-0.009654128306589274,0.030412386267942303,,,-0.005153963494252757,,,,,0
358,-0.10658961745687723,-0.22024537655925622,,-0.16904050211185295,-0.10990134359978045,-0.1714715546421755,-0.18820078646384747,,-0.30851354356079175,0
359,,,,,,,,,,1
360,,,,,,,,,,0
361,,-0.24488654472449967,,-0.1929597464587115,,-0.18999978851471402,,,,0
362,,6.565133654058578,3.136304773238376,7.125559157838094,3.5700998107439843,3.4749342327513286,6.427566969142902,,,0
363,,,,,,,,,,0
364,,-0.11229974526233383,,,0.12230700834360528,,-0.156501581765092,,,0
365,,,,,,,-0.22027820600851256,,,1
366,,,,,,,,,,0
367,,,,,,,,,,0
368,,,,,,,,,,0
369,-0.11427628698978815,-0.24647892137510216,,-0.1890309525560146,-0.2117332776993827,-0.20229789882739585,-0.19253267161832033,,,0
370,,-0.253412788527804,,-0.20472915312060982,,-0.18932812674178381,,,,0
371,,,,,,,,,,0
372,,,,,,,0.06362462587921139,,,0
373,,-0.24625346655486394,,-0.18692480777368703,,-0.20595527305253733,,,,0
374,,18.854283983920062,,13.643439972127895,12.501035923871404,23.426638822807874,9.502625354925389,,,0
375,,,,,,,-0.19280854009341086,,,0
376,,,,,,,,,,0
377,-0.10286159250543365,-0.23944105498946783,,-0.20519710269082928,,,,,,0
378,,,,,,,,,,0
379,,-0.22210871154290757,-0.11212950856737716,-0.18335368759368212,,-0.14762245305375826,-0.21641771423624878,,,1
380,,,,,,,-0.21718314507468728,,,1
381,,-0.24383439144283345,,-0.19136355519302117,-0.12167549168152202,-0.19037171494034782,,,,0
382,,,,,,,,,,0
383,0.021330987069655274,0.39284999012272687,-0.43875019740874494,0.2997320067825092,-0.46898677557942453,0.5267410416712964,,,,0
384,,-0.2594417576774412,,-0.20958459455706172,,-0.19588294265745726,,,,0
385,,0.13408490520996014,0.11945155226200287,,,,,,,0
386,,,,,,,,,,0
387,-0.4257388465569336,0.029917912709585576,-0.7687552716223254,0.14152127212384463,,,0.006032289426928915,,,0
388,,,,,,,,,,0
389,,,,,,,,,,0
390,-0.11571179646650391,-0.10948834859161212,,-0.046443331761269246,,-0.12996151710147727,-0.1656612485775992,,,1
391,,,,,,,-0.2206875914917889,,,1
392,,,,,,,,,,1
393,,-0.2481121374284522,,-0.20970932785731272,-0.16697835033546476,-0.16481075192245564,-0.2225971855805061,,,0
394,,,,,,,0.3630944407812581,,,0
395,,,,,,,,,,1
396,,,,,,,,,,0
397,,,,,,,,,,0
398,,,,,,,-0.2170637965380318,,,0
399,,-0.21572104048003868,,-0.18884872894579322,-0.0184309808522766,-0.11912180056857181,,,,0
400,,,,,,,,,,0
401,,,,,,,,,,0
402,,,,,,,,,,0
403,,,,,,,,,,0
404,-0.12077467910698338,-0.2306782729663232,-0.12826675669642124,-0.19033324010222727,,,-0.21323080826932686,,,0
405,,-0.16599964758920527,,-0.1157353464133099,0.014780624302629046,-0.13751737705353906,,,,0
406,,,,,,,,,,0
407,-0.11668020347223931,,,,,,,,,0
408,,-0.25816307202279765,,-0.2095489097884236,-0.11214661825953996,-0.19247689723288477,,,,0
409,-0.11510006812584764,-0.25483762112108893,,-0.2070938059664858,,-0.1884091560891201,-0.21863916388430402,,,0
410,,,,,,,-0.13902418872477978,,,1
411,,,,,,,,,,0
412,,-0.11045950069452007,,-0.023578605369118835,,,,,,0
413,,,,,,,,,,0
414,,,,,,,,,,0
415,,,,,,,,,,0
416,,,,,,,,,,0
417,-0.11579448630749112,,,,,,-0.22119168620635368,-0.08164766128991535,,0
418,,,,,,,,,,0
419,,-0.22607921630145522,,-0.18789362446112198,-0.1388671925616109,-0.1491121687167112,-0.21819544069355418,,,0
420,,,,,,,,,,1
421,,,,,,,0.1777773339926673,,,0
422,,,,,,,,,,0
423,,-0.21302552690960055,,-0.18101761560416907,-0.109285347781598,-0.1312681588697138,,,,0
424,,,,,,,,,,0
425,,,,,,,,,,0
426,,,,,,,,,,0
427,,,,,,,,,,1
428,,6.346390448023802,-0.8054225020905009,8.075583519196263,-0.9485405232849858,0.8920513475966749,0.16476917693672197,,,1
429,,-0.14454812789332439,-0.11159600036406521,-0.13286225938152665,-0.08414990929830274,-0.11355714140369062,-0.2091016156016879,,,0
430,-0.00903555955317806,-0.19701229273901016,0.019251011561619413,,,,-0.17346224231429805,,,0
431,-0.09289804272694906,-0.21548551823849524,,-0.1565492636195287,-0.10483091548073462,,,,,0
432,,,,,,,-0.19899582826675538,,,1
433,,,,,,,,,,0
434,,,,,,,,,,0
435,,,,,,,,-0.08028370780208358,,0
436,,,,,,,,,,0
437,-0.0919648149868105,,,,,,-0.20206855302193288,,,0
438,,-0.24698121488762256,,-0.20337503179587768,,-0.1745785347062575,,,,0
439,,,,,,,,,,0
440,,-0.24793275553067912,-0.11254384827166755,-0.19865018670020548,-0.10595455606113259,-0.18674758881044987,-0.20923263229136835,,,0
441,,,,,,,0.36382786754282803,,,1
442,,-0.05583595094692389,,-0.06550659774807373,0.01495318339176159,0.06582269730993043,-0.14272365998529887,,,0
443,,,,,,,,,,0
444,,,,,,,,,,0
445,-0.007301026318889108,-0.13798943381715173,,,,,,,,0
446,-0.10268178737016088,-0.24239798285440858,,-0.20311673024140703,-0.09036003000603794,-0.16265000586538875,-0.19016403655425002,-0.08102305257895363,,0
447,,,,,,,,,,0
448,,,,,,,,,,0
449,,,,,,,,,,0
450,,,,,,,-0.08602360386362644,,,0
451,,,,,,,,,,0
452,,,,,,,,,,0
453,,-0.022006952383797455,,-0.0616898969727886,,,,,,1
454,,-0.25900590298809084,,-0.20985656701248054,,-0.19414575061806932,,,,0
455,,-0.1742889837260159,-0.069705522915698,-0.17568385784179383,,-0.03298871554184011,-0.2126467338664766,,,0
456,,,,,,,,,,0
457,,,,,,,,,,0
458,,,,,,,,,,0
459,,,,,,,,,,0
460,,,,,,,-0.22159003978432068,,,0
461,-0.11732623159685251,-0.25452697190257634,,-0.2073575511002464,-0.10936620977336592,-0.1870293182623373,,,,0
462,,,,,,,-0.0039189782243728224,,,0
463,,,,,,,,,,0
464,,-0.17507978428762172,,,-0.08566080457873072,,,,,0
465,,,,,,,,,,1
466,,,,,,,,,,0
467,,,,,,,,,,0
468,-0.07849017906139621,-0.23272275995902575,,,-0.07287136697255814,,-0.1517008035469154,,,1
469,,,,,,,,,,0
470,,,,,,,,,,0
471,-0.13360338462796667,,,,,,-0.20443968840450855,,,0
472,,,,,,,-0.18460866221115815,,,0
473,,,,,,,,,,0
474,,,,,,,,,,0
475,,,,,,,,,,0
476,,,,,,,,,,0
477,,,,,,,-0.2084145280764171,,,0
478,-0.12847405226358205,-0.13879298028829987,,-0.08363557536524585,,-0.1235230276449809,,,,0
479,,,,,,,,,,0
480,,,,,,,,,,0
481,,,,,,,,,,0
482,,,,,,,,-0.0818586868503431,,1
483,,,,,,,-0.22154086685371543,,,0
484,,,,,,,,,,0
485,,,,,,,,,,0
486,-0.03112618394435329,,,,,,-0.1745968868520269,,,0
487,,,,,,,,,,1
488,,,,,,,,,,0
489,,,,,,,,,,0
490,,,,,,,,,,1
491,,,,,,,,,,1
492,,,,,,,,,,0
493,,,,,,,-0.2042241609493472,,,0
494,,,,,,,-0.22078227021919158,,,0
495,,,,,,,,,,0
496,-0.13520892722173386,-0.23898755922241754,,-0.19745763807791802,0.05755922639920882,-0.17112600894702465,-0.15830214446474627,,,0
497,,-0.25519897073533665,,-0.20297539542858345,,-0.19774609221635728,-0.21379254649352933,,,0
498,,,,,,,-0.2222534576277408,,,0
499,,,,,,,,,,0
500,-0.01932060873114494,-0.17699684297212187,,-0.09738081958140092,-0.007692187305330309,-0.2000187712103731,-0.094080463527373,,,0
501,,,,,,,,,,0
502,,,,,,,,,,0
503,,,,,,,,,,0
504,,,,,,,,,,0
505,,,,,,,,,,0
506,,,,,,,,,,0
507,,,,,,,,,,0
508,-0.03945096626711812,,,,,,,,,0
509,-0.13140565772998591,-0.04188404437898693,,0.162407600249174,-0.33414990593166843,-0.35839527729370263,-0.09723086484411676,,,0
510,,,,,,,,,,1
511,,,,,,,,,,0
512,,0.05689552308538205,,,-0.24004500732333864,0.21550528710300007,,,,0
513,,,,,,,,,,0
514,,,,,,,,,,1
515,,,,,,,,,,0
516,,,,,,,,,,0
517,,,,,,,,,,0
518,,,,,,,-0.1329354131005461,,,0
519,-0.1136059265398038,,,,,,,,,0
520,,,,,,,,-0.08198396585215773,,0
521,,,,,,,,,,0
522,,,,,,,,,,0
523,,,,,,,,,,0
524,,,,,,,-0.18861383908093166,,,0
525,,,,,,,,,,0
526,-0.12472355167022937,-0.2580076581306001,,-0.21011470335968896,-0.12387662331848018,-0.19090686690157274,-0.22255082884197736,,,0
527,,,,,,,,,,1
528,,,,,,,,,,0
529,2.0138455024021464,2.5106721435254427,,,3.160773599313296,-0.12783606770806136,3.6588809442162367,,,0
530,,,,,,,,,,1
531,,,,,,,,,,0
532,,,,,,,,,,0
533,-0.126905643339056,,,,,,-0.21575312957752615,,,0
534,,-0.2588882958034247,,,,-0.19477260702335394,,,,0
535,,,,,,,,,,0
536,,,,,,,,-0.08199334126145102,,0
537,,,,,,,,,,0
538,,,,,,,,,,0
539,-0.035346718614152714,0.08510092783931603,0.008590014302997356,,0.024612479381111264,,,,,0
540,,,,,,,,,,0
541,,,,,,,,,,0
542,,-0.26008402178102585,,-0.21023161909359386,-0.12175173872090617,-0.19631798359892363,-0.2224858205608382,,,0
543,,,,,,,-0.16862262581533835,,,0
544,,,,,,,,,,0
545,,,,,,,,,,0
