,OperatingIncomeLoss.csv,Assets.csv,ProfitLoss.csv,Liabilities.csv,NetIncomeLoss.csv,StockholdersEquity.csv,Revenues.csv,EntityPublicFloat.csv,RevenueFromContractWithCustomerExcludingAssessedTax.csv,Target
546,,,,,,,,,,0
547,-0.14087083457918184,-0.25246103237419965,,-0.2093521066373119,-0.1505309830863491,-0.17736509358041044,-0.22205193195620943,,,0
548,,,,,,,,,,0
549,,,,,,,-0.1675081505135527,,,0
550,,,,,,,,,,0
551,,,,,,,-0.21137023792554413,-0.08159826986621782,,0
552,,,,,,,,,,0
553,,,,,,,,,,0
554,,,,,,,,,,0
555,,,,,,,,,,0
556,,,,,,,,,,0
557,,,,,,,,,,1
558,,,,,,,,,,0
559,,0.022531781278678133,,0.006109263556076195,-0.7259132137905292,0.12185084644471121,,,,0
560,,,,,,,,,,0
561,,,,,,,,,,0
562,,,,,,,,,,0
563,,,,,,,,,,0
564,,,,,,,,,,0
565,,-0.21840196090766742,,-0.17752253206659788,,-0.14951307207170084,,,,0
566,,,,,,,,,,1
567,,,,,,,,-0.08199334126145102,,0
568,,,,,,,,,,0
569,,,,,,,,,,0
570,,-0.22305113916851355,-0.15430965713644296,-0.17095215664473978,-0.1517689942258233,-0.17523369805409203,-0.19918868616746824,,,0
571,,0.5322021890636436,,0.5265120156228463,,0.43217240401633594,,,,0
572,,,,,,,,,,0
573,,,,,,,,,,0
574,,,,,,,-0.210611974666821,,,1
575,,,,,,,,,,0
576,,,,,,,,,,0
577,,,,,,,,,,0
578,,,,,,,,-0.0809660445755037,,0
579,,,,,,,,,,0
580,,,,,,,-0.22178528148869653,,,0
581,,,,,,,,,,0
582,,,,,,,,,,0
583,,,,,,,,,,0
584,,,,,,,,,,0
585,,,,,,,,,,0
586,-0.14380830325651853,-0.25179301125040754,,-0.2040773691693624,-0.16559579286782755,-0.1862435912357,,,,0
587,,,,,,,,,,0
588,,,,,,,-0.21519205810492514,-0.07999602896145314,,1
589,,,,,,,,,,0
590,,,,,,,,,,0
591,,,,,,,,,,0
592,,,,,,,,,,1
593,,,,,,,,,,0
594,,,,,,,,,,0
595,,,,,,,,,,0
596,,-0.25533658961372874,,-0.209566628267296,-0.10738719780113999,-0.1851191021303217,-0.2192349064401793,,,0
597,,,,,,,-0.2217135555184851,,,0
598,,,,,,,,,,0
599,,,,,,,,,,0
600,,,,,,,,,,0
601,,,,,,,1.2339053698253206,-0.08199334126145102,,0
602,,,,,,,,,,0
603,,,,,,,0.11226248832432587,,,0
604,,,,,,,,,,0
605,,,,,,,,,,0
606,,,,,,,,,,1
607,,,,,,,-0.14129347780023743,,,0
608,,,,,,,,,,0
609,,,,,,,,-0.08093750472662554,,0
610,,,,,,,,,,0
611,,,,,,,,,,0
612,,-0.25691055550610337,,-0.20931381985429395,-0.1331787621233462,-0.1895464586921615,-0.2217015539896594,,,0
613,,,,,,,,,,0
614,,,,,,,,,,0
615,,,,,,,,,,0
616,,,,,,,,,,1
617,,,,,,,,,,0
618,,,,,,,,,,1
619,,,,,,,,,,0
620,,,,,,,-0.22170522112346724,,,0
621,,,,,,,,,,0
622,,,,,,,,,,0
623,,,,,,,,,,0
624,0.03892061986807844,,,,,,-0.06292649495068464,-0.08199334126145102,,0
625,,,,,,,,,,0
626,,-0.2468279561009032,,-0.19232382240463655,-0.1381348196833158,-0.19657034912032648,,,,0
627,,,,,,,-0.20543548192124014,,,0
628,,,,,,,,,,0
629,,,,,,,,,,0
630,,,,,,,,,,0
631,,,,,,,,,,0
632,,,,,,,,,,0
633,,,,,,,-0.1485802393643355,,,0
634,,,,,,,,-0.08161957918712354,,0
635,0.12995381001267328,-0.10333638449361335,0.21319132695389378,-0.07785224734057239,0.2748733211492122,-0.040257402399216415,,,,1
636,,,,,,,,,,0
637,-0.11394794717755091,,,,,,,,,0
638,,,,,,,-0.22230146374304358,,,0
639,,,,,,,-0.22183790469215126,,,1
640,,,,,,,,,,0
641,,,,,,,,,,0
642,,,,,,,,,,0
643,,,,,,,,,,0
644,,,,,,,,-0.08195022452758238,,0
645,,-0.26003966860194505,,,,-0.1962606844010697,,,,0
646,,,,,,,,,,0
647,,,,,,,,,,0
648,,,,,,,-0.2225918697366758,,,1
649,,0.09113522317820644,,-0.0363821681906575,,0.3894774948093763,,,,0
650,,,,,,,,,,0
651,,,,,,,0.03221362456017282,,,0
652,,,,,,,-0.2225826662309455,,,0
653,,,,,,,-0.13353548954183064,-0.08100378788728997,,1
654,,,,,,,-0.22284453292240605,,,0
655,,,,,,,,,,1
656,,,,,,,,,,0
657,,,,,,,,,,1
658,,,,,,,,,,0
659,,,,,,,,,,0
660,,,,,,,,,,1
661,,,,,,,,,,0
662,,,,,,,-0.03735657103594952,,,0
663,,-0.22404689026109384,-0.09084051455755442,-0.18250811552385837,-0.08279552109871591,,,,,0
664,,,,,,,,,,0
665,,,,,,,,,,0
666,,,,,,,,,,0
667,,,,,,,,,,0
668,,,,,,,,,,1
669,,,,,,,,,,0
670,,,,,,,,,,0
671,,,,,,,0.06949037309276763,,,0
672,,,,,,,-0.2085743817728593,,,0
673,,,,,,,,,,0
674,,,,,,,,,,0
675,,,,,,,,,,0
676,-0.11896001532327939,-0.25913539404010805,,-0.2097751198322093,-0.11115340024650962,-0.19439130078243733,,,,0
677,,,,,,,,,,1
678,-0.05926275600907542,,,,,,-0.09408996473769334,-0.07866912926955241,,0
679,,-0.23641935081129734,,-0.19672948706971247,-0.0950712944395637,-0.15932310263226504,,,,0
680,,,,,,,,,,0
681,,,,,,,-0.21550057840606496,,,0
682,,-0.259197337928995,,-0.20906811535356706,,-0.19631139921984017,,,,0
683,,,,,,,,,,0
684,,,,,,,-0.06987738039556374,,,0
685,,15.080078547213047,-4.712315908474611,17.194570073404975,-6.213599242864034,6.193740691156072,1.945996080149626,,,0
686,-0.10933066856796483,,,,,,-0.18939610539730617,,,0
687,,,,,,,-0.11402850462677387,,,0
688,,-0.1978064183204966,-0.12224049736897659,-0.16669480679931595,-0.11658499855211193,-0.11538461416517565,-0.21184179799565356,,,0
689,,,,,,,,,,0
690,,,,,,,,,,1
691,,,,,,,,,,0
692,,,,,,,,,,0
693,,,,,,,,,,0
694,,,,,,,,,,0
695,,,,,,,,,,0
696,-0.030851590232333463,-0.19852699323073503,,-0.17451827930506272,-0.002900662830347547,-0.10128516057643949,-0.10822043142674108,,,0
697,,,,,,,,,,0
698,,,,,,,-0.2182571152166862,,,0
699,,,,,,,-0.18850032462078867,,,0
700,,,,,,,-0.21104986378105833,,,0
701,,,,,,,-0.054682611462737736,,,0
702,,,,,,,,,,0
703,,,,,,,5.30309039333584,-0.05080034417130936,,0
704,,,,,,,,,,0
705,,,,,,,,,,0
706,,,,,,,,,,0
707,,,,,,,-0.15424546103376252,,,0
708,-0.1421988518554628,0.2813055174005787,,0.20625757261490404,-0.21504400440948385,0.4929904563233075,0.1597665396712133,,,0
709,,,,,,,,,,0
710,,-0.2589746539586573,,-0.2093330665003418,,-0.19512225638769104,,,,0
711,,,,,,,,-0.021276006759134772,,1
712,0.005207157004434034,0.14794688230501496,,-0.021947183654761487,0.07437370508444983,0.5318329413962536,,,,0
713,,,,,,,,,,0
714,,-0.2592578656057106,,-0.20985553446709168,,-0.1948332408292893,,,,0
715,,,,,,,,,,0
716,,,,,,,,,,0
717,,-0.23021837345728063,-0.049358876728907354,-0.1948198150239722,,-0.14632770355132674,,,,0
718,,,,,,,-0.21413725707146722,,,0
719,,-0.2392567011094205,,-0.1715021316206482,,-0.2186521092630896,,,,0
720,,,,,,,,,,0
721,,,,,,,,,,0
722,0.20142928288906584,0.2311616622615807,0.44383003996024173,0.148860604747675,0.48971941962441295,0.40350534355823026,0.09117646892918901,,,0
723,,,,,,,,,,0
724,,-0.25618102151452,,-0.20986647944821332,,-0.1864413210917958,,,,1
725,,,,,,,,,,0
726,,-0.2588354341447672,,-0.2087483979993686,,-0.19591401329558158,,,,0
727,,,,,,,,,,0
728,,,,,,,-0.18606718133928027,,,0
729,,,,,,,,,,0
730,,,,,,,-0.188869538320079,,,0
731,-0.08201690043748006,-0.19264934327288682,,-0.14991511819445622,,-0.13518481798874457,-0.14387247299455805,,,0
732,,,,,,,,,,1
733,,,,,,,,,,0
734,,,,,,,-0.221909247113504,,,1
735,,,,,,,,,,0
736,,,,,,,-0.21957128262309933,,,0
737,,,,,,,,,,0
738,,,,,,,,,,0
739,,,,,,,-0.2111240398967171,,,0
740,-0.12693593659554217,,,,,,,-0.08180542365421856,,0
741,,,,,,,,,,0
742,,,,,,,,,,0
743,,,,,,,,,,0
744,,,,,,,,,,0
745,,,,,,,,,,0
746,,,,,,,,,,0
747,,,,,,,,,,0
748,,,,,,,,,,0
749,,,,,,,,,,0
750,,,,,,,,,,0
751,,,,,,,,,,0
752,,,,,,,,,,0
753,,,,,,,-0.2208242755700815,,,0
754,,-0.18734184186290043,-0.10240352568569358,-0.15459853756912842,-0.09574146578572963,-0.11195905537488088,-0.17329738798084518,,,0
755,,,,,,,,,,0
756,,,,,,,,,,0
757,,,,,,,,,,0
758,,,,,,,,,,0
759,,,,,,,,,,0
760,,,,,,,-0.2055878346621663,,,0
761,,,,,,,,,,0
762,,,,,,,0.927866384770212,,,0
763,,,,,,,,-0.06332253335942649,,0
764,,-0.2553716870458019,,-0.2056250721035931,,-0.18992868616493624,,,,0
765,-0.7623848742823104,0.6845281229831746,-2.052108338008471,0.8714317376719873,-2.092246114047203,,0.14143287088676815,,,0
766,,-0.18522010973241587,,,-0.11564194306499222,,,,,0
767,,,,,,,,,,0
768,-0.12360191844158144,-0.2588013572167124,,-0.21016377309680614,-0.12018329699075352,-0.19296641220534128,-0.22261350349251152,,,0
769,,,,,,,,,,0
770,,,,,,,,,,0
771,2.848375858505112,3.545215134712863,,,3.965380514919698,,1.2834116762312942,0.0847951900664515,,0
772,-0.09376872955047101,,,,,,,,,1
773,,,,,,,,,,0
774,,,,,,,,,,0
775,,-0.2067171945155496,-0.08259405442526171,,-0.07937844983368422,,,,,0
776,-0.20889776222526132,-0.1545468013337602,,-0.11599967803285134,-0.24004500732333864,-0.10130459019381104,,,,0
777,-0.08107976389005296,0.056281010151890964,,,-0.1196549451378421,,-0.01843749434545124,,,0
778,,,,,,,-0.2133688258508223,,,0
779,,,,,,,-0.17981538494849764,,-0.3043175658467408,0
780,,,,,,,,-0.08199334126145102,,0
781,,,,,,,-0.19469211336744283,,,0
782,,,,,,,,,,0
783,,,,,,,,,,0
784,-0.11461146721478033,-0.24639194747544724,,-0.2016563393452561,-0.10557332086421185,-0.17646061139242464,,,,0
785,,,,,,,0.07775809295046557,,,0
786,,-0.16610949639414996,,-0.10959550111677992,-0.03801041796571119,-0.14515388666736295,-0.19287788225995928,,,0
787,,,,,,,,-0.07937374160596865,,0
788,-0.16742922570115656,-0.054499508465465245,-0.18219508590749048,,-0.18218353693595257,0.17859202903768748,,,,0
789,,,,,,,,,,0
790,,,,,,,,,,0
791,,,,,,,-0.19042390299090628,,,0
792,,,,,,,-0.2204548951828908,,,0
793,,,,,,,,,,0
794,,,,,,,,,,0
795,,,,,,,0.25061344562048066,,,1
796,,,,,,,,,,0
797,,,,,,,,,,0
798,-0.15271354346163132,,,,,,,,,0
799,,,,,,,-0.1986252810642622,,,0
800,-0.0964667837813847,,,,,,,,,0
801,-0.11650919315336576,-0.24563304247491843,-0.10453572513741799,-0.20205684305067695,-0.10989733059770761,-0.17359767402239734,,,,0
802,,,,,,,,,,0
803,,-0.11750361688604112,,-0.07401638252287052,,-0.08467216773696093,,,,0
804,,,,,,,,,,0
805,,,,,,,,,,0
806,,,,,,,,,,0
807,-0.20675084982203157,,,,,,-0.17582971056306587,,,0
808,,,,,,,,,,0
809,,,,,,,-0.2191047231900006,-0.08199334126145102,,0
810,,,,,,,,,,0
811,,1.803748287130208,,1.36281595803642,0.8057433328613413,2.2280887869427466,0.4118173140555545,,,0
812,,,,,,,-0.042870440091852535,,,0
813,0.22654336971792557,0.5061469638325059,,0.3667648534255971,0.3897956680104508,0.7180222747601466,0.11609631003253255,,,1
814,-0.12068868534663553,,,,,,,,,1
815,,,,,,,,-0.08199334126145102,,0
816,,,,,,,,,,0
817,,,,,,,,,,0
818,,,,,,,-0.1085816441068143,,,0
819,,,,,,,6.13974113752028,,,0
820,,,,,,,,,,0
821,,,,,,,-0.22261267005300975,,,0
822,,,,,,,,,,0
823,,,,,,,-0.19691456314290023,,,0
824,,,,,,,,,,0
825,,,,,,,,,,0
826,,,,,,,,,,0
827,,,,,,,,,,0
828,,,,,,,,,,1
829,,,,,,,,,,0
830,,,,,,,0.1318251469981018,-0.0818919618200004,,0
831,,,,,,,,,,1
832,,,,,,,,,,0
833,,,,,,,,,,0
834,-0.14297084129494914,-0.2541517434090491,-0.15239562770600418,-0.20609508676459024,-0.14970029165726917,-0.18889548276186394,,,,1
835,,,,,,,0.0770153316664756,,,0
836,0.029148601646732237,0.021063507916397405,-0.007910239407681662,,0.006553970053286782,0.06629260930592935,0.20660783992628204,,,0
837,,-0.2194798523061873,,,-0.12849960170640323,,-0.1994098810112417,,,0
838,,,,,,,,,,0
839,,,,,,,,,,0
840,,,,,,,,,,0
841,,,,,,,-0.1629067310242029,,,0
842,,,,,,,,,,0
843,0.39364488130294567,0.2224119340201896,0.4485967799211045,0.21357641953821999,0.4981467239773977,,,,,0
844,,,,,,,,-0.08199334126145102,,0
845,,,,,,,,,,0
846,,-0.19090832591873247,,-0.17040131433070474,,-0.08890866180746555,,,,0
847,,,,,,,-0.21531624059069096,,,0
848,,,,,,,,,,0
849,,,,,,,-0.21935892223804473,,,1
850,-0.05014546300855941,-0.13138545173871627,-0.06263974760448056,-0.09449113805621075,,,-0.17331972415949298,,,0
851,,,,,,,-0.20431433910344024,,,0
852,,,,,,,-0.21380138095224824,,,0
853,,,,,,,,,,0
854,,,,,,,-0.12697215346528112,,,0
855,,,,,,,-0.22011318498715932,,,1
856,,,,,,,,,,0
857,-0.13719264692066713,-0.24391342223944024,,-0.20127904726017623,-0.1290915195121486,-0.17048349160015175,,,,0
858,,,,,,,,,,0
859,0.7180758862516397,0.006809024539324655,0.9252707760073873,0.07422409386121524,0.9656614654644092,-0.1418220422815456,0.01058286910666991,,,0
860,,,,,,,,,,0
861,,,,,,,,,,0
862,,,,,,,,,,0
863,,,,,,,,,,1
864,0.16067996690605216,-0.10689126176708437,,-0.09784753009715377,0.3069271752061007,,,,,0
865,,,,,,,,,,1
866,,,,,,,-0.18197132625171264,,,1
867,,,,,,,,,,0
868,,,,,,,,,,0
869,-0.12513299923370377,-0.25766133268025737,,-0.2100396992626441,-0.12337901106144679,-0.19011686870904773,-0.22175006016866322,,,0
870,-0.12877405322297739,,-0.13346800333833195,,-0.12066622166020026,,,,-0.32156477636659975,0
871,,,,,,,-0.22186541636341725,-0.08199334126145102,,0
872,-0.07349960935575471,-0.16488699741804455,,-0.13830282363892285,-0.07083677492162324,-0.08321126150666237,,,,0
873,,,,,,,,,,1
874,-0.09115666907990516,,,,,,,,,0
875,,,,,,,,,,1
876,,0.12809131057738612,,0.1301691377044818,0.012071847903455373,0.16937250809818696,,,,0
877,,,,,,,,,,0
878,,,,,,,,,,1
879,,,,,,,,,,0
880,,,,,,,-0.2225849998615505,,,0
881,,,,,,,,,,0
882,,,,,,,,,,0
883,,,,,,,-0.16243917146370201,,,0
884,,,,,,,,,,0
885,,,,,,,-0.1982157288930855,,,0
886,,,,,,,-0.19672770600660025,,,0
887,,,,,,,,,,0
888,,,,,,,,,,0
889,,,,,,,,,,0
890,,,,,,,-0.21732066259248164,,,0
891,,,,,,,-0.22133475893180324,,,0
892,,,,,,,,,,0
893,,,,,,,,,,0
894,,,,,,,,,,0
895,-0.04873438357739702,-0.2358096714715216,,-0.16708589369079063,0.007958520778784242,-0.21777342156713153,-0.19886047769166565,-0.08199334126145102,,0
896,,-0.254996852628705,,-0.20837647515031066,-0.111183497762056,-0.18624141377858078,,,,0
897,,,,,,,,,,0
898,-0.030073737581914305,-0.18298107828947638,,-0.12770775149865293,0.01960023979212176,-0.15393054632815337,-0.17115878221926725,,,0
899,,,,,,,,,,0
900,,,,,,,,,,0
901,,,,,,,,,,0
902,,-0.25687804420060406,,-0.20958554449881944,-0.11698228575732407,-0.18890704003426598,-0.220174692822391,,,0
903,,-0.2582197512968737,,,,-0.19445829946302887,,,,0
904,,,,,,,,,,0
905,,,,,,,-0.15637173189071402,,,0
906,-0.11976132081742978,-0.25878528176156795,,-0.20928589982697987,-0.11236532687251027,,-0.22105980557328567,,,0
907,,,,,,,,,,1
908,-0.1287662356084003,-0.25727944798952473,,-0.20986284488844464,-0.1307248113557985,-0.1894366646043421,-0.22193675061706286,,,0
909,,,,,,,,,,0
910,,,,,,,,,,0
911,,,,,,,,,,0
912,,,,,,,,,,0
913,,,,,,,,,,0
914,,,,,,,,,,0
915,,,,,,,,,,1
916,,,,,,,-0.22251182387329385,,,0
917,,,,,,,,,,0
918,,,,,,,,,,0
919,,,,,,,,,,0
920,,-0.25886905616084277,,-0.20911279483159637,,-0.19528165437240835,,,,0
921,,,,,,,,,,0
922,,,,,,,,,,0
923,,,,,,,,,,0
924,,,,,,,,,,0
925,,-0.07948139880680818,-0.1822629202838566,-0.019464944540005122,-0.18647142965079266,-0.10203320084524405,-0.05049157758406638,,,1
926,,,,,,,,,,0
927,,,,,,,,,,0
928,,,,,,,,,,0
929,,,,,,,-0.2581180262685127,,,0
930,,,,,,,,-0.0818968296951964,,0
931,,,,,,,,,,0
932,,,,,,,,,,0
933,-0.11411504868913594,-0.2517571441378065,-0.11244851347245029,-0.2061758731158126,-0.10580005548132787,-0.1819054266673977,-0.21330998502199636,,,0
934,,,,,,,,,,0
935,,,,,,,,,,1
936,,,,,,,,,,0
937,,,,,,,,,,0
938,,,,,,,,,,0
939,,-0.2548471959468563,,-0.20713291878581483,-0.09746906317809151,-0.18835589213804982,,,,0
940,-0.12978545710888673,,,,,,-0.20815699527036585,-0.0806369666118343,,0
941,,,,,,,,,,0
942,,,,,,,,-0.07932935366449012,,0
943,-0.07902764006357026,0.8378700351995595,0.36022875449280134,1.1937221949794476,0.31394992883358797,-0.15035599922189316,-0.07557810658776674,,,1
944,-0.008133602271347806,-0.10693485647218573,,,-0.10173287788049451,-0.24176062418591807,-0.09877939543843155,,,0
945,,,,,,,,,,0
946,,-0.25671299390819696,,-0.20920395702492203,-0.11148045991544688,-0.18923181613843348,-0.22098379589072295,,,0
947,-0.09019314808328042,-0.22185964292407276,,-0.16487847685672624,-0.08688878321302279,-0.1843021369688586,,,,0
948,,,,,,,,,,0
949,,,,,,,,,,0
950,,,,,,,,,,0
951,,-0.2114003926557298,,-0.1506322829197246,,-0.18819342033761532,,,,1
952,,,,,,,,,,1
953,-0.10968050682028903,-0.21840288452430093,-0.10249152703881721,,-0.09494087187219608,,,,,0
954,,,,,,,-0.11761679505775499,,,0
955,,,,,,,,,,0
956,,,,,,,,,,0
957,,,,,,,,,,0
958,,3.736680862838166,,4.305553795486425,,1.5190752495827615,0.7700129431323101,,,1
959,,,,,,,,,,0
960,,,,,,,,,,0
961,,,,,,,-0.21689344150386713,-0.08199334126145102,,0
962,,,,,,,,,,0
963,-0.1374682178345091,-0.2550113226226299,,-0.20935111539373863,-0.1488575612219707,-0.18498560725924307,-0.2225008224718703,,,0
964,-0.12003689173127174,-0.25888229229530696,-0.11887811233504487,-0.20924158297889114,,-0.1957895632463828,,,,1
965,-0.1160362274714526,,,,,,-0.21494235963019062,,,0
966,,,,,,,,,,0
967,,,,,,,,-0.08199334126145102,,0
968,,,,,,,,,,0
969,,,,,,,-0.22260883623130154,,,0
970,-0.13038252742221096,-0.2556959996330461,,-0.20976454656742766,-0.12175173872090617,-0.18638219475617374,,,,0
971,,,,,,,-0.18780306913359612,,,0
972,,,,,,,,-0.08153573856373808,,1
973,,,,,,,,,,0
974,,,,,,,,,,0
975,,,,,,,,,,0
976,-0.11122937170837241,-0.25053843198989845,,-0.20174588168137575,-0.10083797841824899,-0.187558440342309,,,,0
977,,,,,,,-0.20506543478244804,,,0
978,,,,,,,,,,0
979,-0.10189416270152038,-0.14349726767494506,-0.11937862003093548,,-0.11564194306499222,,,,,0
980,-0.39987622313231874,-0.12723240954616719,-0.6620041301988023,,-0.709116793614616,,-0.20107492644790592,,,0
981,,,,,,,,,,0
982,,,,,,,,,,0
983,,,,,,,,,,0
984,,-0.2591075008177762,,-0.20929209509931287,,-0.19556670888506517,,,,0
985,,,,,,,,,,0
986,,,,,,,,,,0
987,-0.08426153302292329,,,,,,,,,0
988,,,,,,,,,,0
989,,,,,,,,,,0
990,-0.1387864630925687,,,,,,,,,0
991,,,,,,,,,,1
992,,,,,,,0.11476013982327235,,,1
993,,,,,,,,,,0
994,,,,,,,,,,0
995,,,,,,,,,,0
996,-0.05187022422462702,-0.1765966090976036,,-0.13352337754308913,,-0.12618053031064438,-0.14480542517285513,,,0
997,,,,,,,,,,0
998,-0.1337900301759944,-0.25721479482517945,,-0.20960264345045854,-0.1423023223359704,-0.1897884076774477,,,,0
999,,,,,,,,,,0
1000,,,,,,,,,,0
1001,,,,,,,,,,0
1002,,,,,,,,-0.08199334126145102,,0
1003,0.14081149945841107,0.054048043791511464,0.2801640234040165,,0.32383997244212653,0.24814637430039305,-0.058517766674147285,,,0
1004,,,,,,,,-0.08198286286282909,,0
1005,,,,,,,,,,0
1006,,,,,,,,,,0
1007,,,,,,,,,,0
1008,,,,,,,,,,0
1009,,-0.1865070155750976,,,,,,,,0
1010,,-0.23826024191075454,-0.08698862199687256,-0.1965394574163515,,-0.1647160776781304,,,,0
1011,,0.6781859554331162,,,,,,,,0
1012,,,,,,,,,,0
1013,,,,,,,2.398887105419087,,,1
1014,,-0.1470809925746025,-0.09715277828265084,-0.08346698135415707,-0.06605728945285903,-0.1494176827002086,-0.17737707434207817,,,0
1015,,,,,,,,-0.08179259720364143,,0
1016,-0.15623635603042663,-0.2484773814722351,,-0.20853866737998866,-0.1864112346196999,-0.16817806700099683,,,,0
1017,,,,,,,,,,0
1018,,,,,,,,,,0
1019,,,,,,,,,,0
1020,,,,,,,-0.22261350349251152,,,0
1021,,,,,,,,,,0
1022,,0.002921368192802275,,0.035212670489375764,,-0.006030958922326099,,,,0
1023,,,,,,,,,,0
1024,,,,,,,,-0.08199334126145102,,0
1025,,,,,,,0.1437665014917635,,,0
1026,,,,,,,-0.18148109713676328,,,0
1027,,,,,,,,,,0
1028,,,,,,,-0.22254787813276525,,,0
1029,,,,,,,,,,0
1030,,,,,,,,,,0
1031,-0.49874950349589964,-0.19834116156407408,-0.6853428223917961,-0.15020410699788303,-0.7088599614819536,-0.1645897014168646,,,,0
1032,,,,,,,,,,0
1033,,,,,,,,,,0
1034,,,,,,,,,,0
1035,,,,,,,-0.19186341969838772,,,0
1036,,,,,,,,,,1
1037,,,,,,,,,,0
1038,,1.3613543920146374,,,1.489358235971319,1.5237651572241693,,,,0
1039,,,,,,,,,,0
1040,,,,,,,,,,0
1041,,,,,,,,,,1
1042,-0.12484179309070767,,,,,,,-0.0818260568343934,,0
1043,,,,,,,,,,1
1044,,-0.2598088015421706,,-0.21002257701678104,,-0.19599319895242437,,,,0
1045,,,,,,,,,,0
1046,,,,,,,,,,0
1047,,,,,,,,,,0
1048,,,,,,,,,,0
1049,,,,,,,,,,0
1050,,,,,,,,,,0
1051,,-0.25286323663086935,,-0.20947877930561404,-0.15676317530548498,-0.17820232584275247,-0.2225321597971374,,,0
1052,,,,,,,,,,0
1053,,,,,,,,,,0
1054,,,,,,,,,,0
1055,-0.0985531096716421,,,,,,-0.20340889042870203,,,0
1056,,0.3617241095736544,,0.3738687657007734,0.41186717941112516,0.2974380573467466,1.7628060776574885,,,0
1057,,,,,,,,,,0
1058,,,,,,,-0.13261037169485032,,,0
1059,,,,,,,,,,0
1060,,,,,,,,,,0
1061,-0.09484853756392976,-0.19891324970686625,-0.09516358102975231,-0.1628325501214755,-0.0940499854120234,-0.12845949043096566,-0.2098515444653932,,,1
1062,-0.10902969040674737,-0.2531479260645363,,-0.20699815096166424,-0.09520573000900417,-0.18400675653580065,,,,0
1063,-0.1175039846082988,,,,,,-0.2071983731554138,,,0
1064,,,,,,,,,,1
1065,-0.11577042857583199,,,,,,-0.20648144849597916,,,1
1066,,,,,,,,,,0
1067,,,,,,,,,,0
1068,,,,,,,,,,0
1069,,,,,,,-0.20704485359918517,,,0
1070,,,,,,,0.2564475221329691,,,0
1071,,-0.24562919407227882,,-0.19810178119328808,,-0.1832072947796421,,,,0
1072,,,,,,,,,,0
1073,-0.0830341675343222,-0.19803375116122296,,,-0.07169957036728597,-0.15481141148123065,,,,0
1074,-0.099938781855429,,,,,,-0.18055097865277225,,,0
1075,,,,,,,-0.18953895692791198,,,0
1076,,,,,,,,,,0
1077,-0.07372143416937926,-0.22095557617597827,-0.09352822255087168,-0.10808831526360704,,-0.29739071740963435,-0.17803915868229545,,,0
1078,,,,,,,,,,1
1079,,,,,,,,,,0
1080,-0.0773663969659414,,,,,,-0.08742961630313616,,,0
1081,,,,,,,,,,0
1082,,,,,,,-0.18387523544958817,,,0
1083,,,,,,,,,,0
1084,,,,,,,-0.19647100697342654,,,1
1085,,,,,,,-0.21852981662166995,,,0
1086,,,,,,,,,,0
1087,,,,,,,,,,0
1088,,,,,,,,,,0
1089,,,,,,,-0.21563011390706283,,,0
1090,,,,,,,,,,0
1091,,,,,,,,,,0
1092,-0.08864526039701918,-0.2519385424446266,-0.07572811552009584,-0.20554507048686627,-0.08686871820265854,-0.1837509053242917,-0.2070818583130644,,,0
1093,,,,,,,,-0.08195379344947196,,0
1094,,,,,,,,-0.0819851367222071,,0
1095,,,,,,,,,,0
1096,,,,,,,,,,0
1097,,,,,,,,,,0
1098,,,,,,,,,,0
1099,,,,,,,,,,0
1100,,,,,,,,,,0
1101,,,,,,,,,,0
1102,,,,,,,,,,1
1103,,,,,,,,,,1
1104,-0.12004275494220455,,,,,,-0.22106847334410423,,-0.3354812416144444,0
1105,,,,,,,,,,0
1106,-0.06388101182048364,-0.12801144938930636,-0.05767133787604276,,-0.04690925006225581,,-0.1499959197020659,,,0
1107,,-0.1897413055150795,,-0.1515407576546361,-0.234635480529137,-0.12397794868619746,-0.22060358079000908,,,0
1108,,,,,,,-0.07474983441089374,,,0
1109,,-0.2573706971874273,,-0.21009503196576995,,-0.18921407405032933,,,,0
1110,,,,,,,,,,0
1111,-0.11556521619318372,-0.24688491245996924,-0.11726108747139834,-0.19534975861933723,-0.11111728322785397,-0.1907448975912427,-0.1976159858276017,,,0
1112,,,,,,,,,,0
1113,,,,,,,,,,0
1114,-0.11713851112682046,-0.22212475168510942,-0.1250620407535027,-0.18819112143855277,-0.11845104451598713,-0.13786912012664465,,,,0
1115,,,,,,,,,,1
1116,,,,,,,,-0.0819654123211361,,0
1117,,,,,,,,,,0
1118,,,,,,,,,,0
1119,,,,,,,,,,0
1120,-0.10640297190884951,,,,,,,,,0
1121,,,,,,,,-0.08199334126145102,,0
1122,,,,,,,,-0.08199334126145102,,0
1123,,,,,,,,,,0
1124,-0.08285533960087156,-0.23158224735275434,,-0.204298870806175,-0.06214260593079397,-0.13081650401417608,,,,0
1125,,,,,,,,,,0
1126,,0.1578203441171688,,,0.39380867008330067,,,,,0
1127,,,,,,,,,,0
1128,,,,,,,-0.02383818231701198,,,0
1129,,-0.24280905383075996,,-0.20849748946988197,-0.26973319665828205,-0.152842404006996,-0.22061958282844332,,,0
1130,,,,,,,,,,0
1131,,,,,,,,,,1
1132,,,,,,,,,,0
1133,,-0.20025237067656204,,-0.15941073600469594,,-0.13667344492313788,,,,0
1134,0.1512988294135598,0.09760053961273187,,,0.24332109235143,,,-0.06447307988875046,,0
